domain,model,state,lead_day,rmse_mean,n_cases
pan_arctic,GNN,compact_ice,27,0.2040388536579406,282
pan_arctic,GNN,compact_ice,28,0.2096279366254762,282
pan_arctic,GNN,compact_ice,29,0.21535208777352124,282
pan_arctic,GNN,compact_ice,30,0.222049438426112,282
pan_arctic,GNN,miz,1,0.04002835110055443,282
pan_arctic,GNN,miz,2,0.05950245259087004,282
pan_arctic,GNN,miz,3,0.07409407128886969,282
pan_arctic,GNN,miz,4,0.08655367723112585,282
pan_arctic,GNN,miz,5,0.09667694421337089,282
pan_arctic,GNN,miz,6,0.1062160270917813,282
pan_arctic,GNN,miz,7,0.11484347219279006,282
pan_arctic,GNN,miz,8,0.12183605122485625,282
pan_arctic,GNN,miz,9,0.12943101023758058,282
pan_arctic,GNN,miz,10,0.13654905792816258,282
pan_arctic,GNN,miz,11,0.14255221951893474,282
pan_arctic,GNN,miz,12,0.14900078175622916,282
pan_arctic,GNN,miz,13,0.15517644474043252,282
pan_arctic,GNN,miz,14,0.15978165308307718,282
pan_arctic,GNN,miz,15,0.16479489377694562,282
pan_arctic,GNN,miz,16,0.17020964027935595,282
pan_arctic,GNN,miz,17,0.1751533619234977,282
pan_arctic,GNN,miz,18,0.17994897063150445,282
pan_arctic,GNN,miz,19,0.18485698217652413,282
pan_arctic,GNN,miz,20,0.18881538555750518,282
pan_arctic,GNN,miz,21,0.1924526553427186,282
pan_arctic,GNN,miz,22,0.19552612063682134,282
pan_arctic,GNN,miz,23,0.19953179787368522,282
pan_arctic,GNN,miz,24,0.2044627065245757,282
pan_arctic,GNN,miz,25,0.20962927201967685,282
pan_arctic,GNN,miz,26,0.21372498694073488,282
pan_arctic,GNN,miz,27,0.21842228176714534,282
pan_arctic,GNN,miz,28,0.22202466466076115,282
pan_arctic,GNN,miz,29,0.2254860812276686,282
pan_arctic,GNN,miz,30,0.2289854190274504,282
pan_arctic,GNN,open_water,1,0.017471622069511434,282
pan_arctic,GNN,open_water,2,0.027053649109432403,282
pan_arctic,GNN,open_water,3,0.03615677616955712,282
pan_arctic,GNN,open_water,4,0.04458650439462223,282
pan_arctic,GNN,open_water,5,0.053342802778712096,282
pan_arctic,GNN,open_water,6,0.06126733235612784,282
pan_arctic,GNN,open_water,7,0.06963518339461194,282
pan_arctic,GNN,open_water,8,0.07675816977151495,282
pan_arctic,GNN,open_water,9,0.08306219974531408,282
pan_arctic,GNN,open_water,10,0.08832187037979083,282
pan_arctic,GNN,open_water,11,0.09339985674325096,282
pan_arctic,GNN,open_water,12,0.09922572508534623,282
pan_arctic,GNN,open_water,13,0.10386460302179591,282
pan_arctic,GNN,open_water,14,0.11033355456612624,282
pan_arctic,GNN,open_water,15,0.11539630166010172,282
pan_arctic,GNN,open_water,16,0.118781273350267,282
pan_arctic,GNN,open_water,17,0.12365496149600344,282
pan_arctic,GNN,open_water,18,0.12690358450534575,282
pan_arctic,GNN,open_water,19,0.13014735306610664,282
pan_arctic,GNN,open_water,20,0.13332740853545183,282
pan_arctic,GNN,open_water,21,0.13763838042768195,282
pan_arctic,GNN,open_water,22,0.13938311062559572,282
pan_arctic,GNN,open_water,23,0.14245228889360476,282
pan_arctic,GNN,open_water,24,0.1451244213227723,282
pan_arctic,GNN,open_water,25,0.14726171774072724,282
pan_arctic,GNN,open_water,26,0.14828774752537033,282
pan_arctic,GNN,open_water,27,0.15203072369639076,282
pan_arctic,GNN,open_water,28,0.15529594412692083,282
pan_arctic,GNN,open_water,29,0.15802711157249905,282
pan_arctic,GNN,open_water,30,0.1598151271736086,282
pan_arctic,Three-model mean,compact_ice,1,0.030953727792596815,282
pan_arctic,Three-model mean,compact_ice,2,0.04479972926260738,282
pan_arctic,Three-model mean,compact_ice,3,0.05383854286872956,282
pan_arctic,Three-model mean,compact_ice,4,0.06006602728772812,282
pan_arctic,Three-model mean,compact_ice,5,0.06466099721885651,282
pan_arctic,Three-model mean,compact_ice,6,0.06908864026196256,282
pan_arctic,Three-model mean,compact_ice,7,0.07316147569042336,282
pan_arctic,Three-model mean,compact_ice,8,0.07828907601927307,282
pan_arctic,Three-model mean,compact_ice,9,0.08213426881311328,282
pan_arctic,Three-model mean,compact_ice,10,0.08688082803282692,282
pan_arctic,Three-model mean,compact_ice,11,0.09071344537654709,282
pan_arctic,Three-model mean,compact_ice,12,0.09528135787212087,282
pan_arctic,Three-model mean,compact_ice,13,0.09903600712465614,282
pan_arctic,Three-model mean,compact_ice,14,0.10285816486493166,282
pan_arctic,Three-model mean,compact_ice,15,0.10703491547667426,282
pan_arctic,Three-model mean,compact_ice,16,0.11125970119931307,282
pan_arctic,Three-model mean,compact_ice,17,0.11507057065126253,282
pan_arctic,Three-model mean,compact_ice,18,0.11946732697771212,282
pan_arctic,Three-model mean,compact_ice,19,0.12366319361385547,282
pan_arctic,Three-model mean,compact_ice,20,0.12782427485605433,282
pan_arctic,Three-model mean,compact_ice,21,0.1323761094999282,282
pan_arctic,Three-model mean,compact_ice,22,0.1378045747748643,282
pan_arctic,Three-model mean,compact_ice,23,0.1418944772954755,282
pan_arctic,Three-model mean,compact_ice,24,0.1456092815698899,282
pan_arctic,Three-model mean,compact_ice,25,0.1494731155055492,282
pan_arctic,Three-model mean,compact_ice,26,0.1543498090670065,282
pan_arctic,Three-model mean,compact_ice,27,0.15758062624098756,282
pan_arctic,Three-model mean,compact_ice,28,0.1613648831249769,282
pan_arctic,Three-model mean,compact_ice,29,0.16548618453803837,282
pan_arctic,Three-model mean,compact_ice,30,0.1699249430519291,282
pan_arctic,Three-model mean,miz,1,0.039403967051315124,282
pan_arctic,Three-model mean,miz,2,0.05857337798199186,282
pan_arctic,Three-model mean,miz,3,0.07259167403347554,282
pan_arctic,Three-model mean,miz,4,0.08397444554544276,282
pan_arctic,Three-model mean,miz,5,0.0933615939629385,282
pan_arctic,Three-model mean,miz,6,0.10173276734432311,282
pan_arctic,Three-model mean,miz,7,0.10923439146135772,282
pan_arctic,Three-model mean,miz,8,0.1158198346837941,282
pan_arctic,Three-model mean,miz,9,0.12232882863644505,282
pan_arctic,Three-model mean,miz,10,0.12837844698924922,282
pan_arctic,Three-model mean,miz,11,0.1338034231699666,282
pan_arctic,Three-model mean,miz,12,0.1391460332614559,282
pan_arctic,Three-model mean,miz,13,0.14394648930775134,282
pan_arctic,Three-model mean,miz,14,0.14815468596193074,282
pan_arctic,Three-model mean,miz,15,0.1525512832727615,282
pan_arctic,Three-model mean,miz,16,0.15697664973560108,282
pan_arctic,Three-model mean,miz,17,0.16114503395954602,282
pan_arctic,Three-model mean,miz,18,0.16543746703063447,282
pan_arctic,Three-model mean,miz,19,0.1694282742440247,282
pan_arctic,Three-model mean,miz,20,0.17310325531243884,282
pan_arctic,Three-model mean,miz,21,0.17667545981642072,282
pan_arctic,Three-model mean,miz,22,0.18000795335336886,282
pan_arctic,Three-model mean,miz,23,0.18372726460265934,282
pan_arctic,Three-model mean,miz,24,0.1876357324925534,282
pan_arctic,Three-model mean,miz,25,0.19194537100667872,282
pan_arctic,Three-model mean,miz,26,0.19611950845400747,282
pan_arctic,Three-model mean,miz,27,0.20017206506518642,282
pan_arctic,Three-model mean,miz,28,0.20400825815420776,282
pan_arctic,Three-model mean,miz,29,0.20730711109038455,282
pan_arctic,Three-model mean,miz,30,0.2107148321286521,282
pan_arctic,Three-model mean,open_water,1,0.015212434698972037,282
pan_arctic,Three-model mean,open_water,2,0.021986768133499666,282
pan_arctic,Three-model mean,open_water,3,0.027955784857323945,282
pan_arctic,Three-model mean,open_water,4,0.033475547280797095,282
pan_arctic,Three-model mean,open_water,5,0.03898877369677855,282
pan_arctic,Three-model mean,open_water,6,0.04403654485707184,282
pan_arctic,Three-model mean,open_water,7,0.04911200770653839,282
pan_arctic,Three-model mean,open_water,8,0.0532491776309913,282
pan_arctic,Three-model mean,open_water,9,0.056961880744784886,282
pan_arctic,Three-model mean,open_water,10,0.059986509543289684,282
pan_arctic,Three-model mean,open_water,11,0.06322444784845761,282
pan_arctic,Three-model mean,open_water,12,0.06597626294926984,282
pan_arctic,Three-model mean,open_water,13,0.06902361723013595,282
pan_arctic,Three-model mean,open_water,14,0.07257528509658155,282
pan_arctic,Three-model mean,open_water,15,0.07547808072867633,282
pan_arctic,Three-model mean,open_water,16,0.07780700270243521,282
pan_arctic,Three-model mean,open_water,17,0.08081270277925583,282
pan_arctic,Three-model mean,open_water,18,0.08283917392972631,282
pan_arctic,Three-model mean,open_water,19,0.08512049132407472,282
pan_arctic,Three-model mean,open_water,20,0.08761299375331245,282
pan_arctic,Three-model mean,open_water,21,0.08996872661659779,282
pan_arctic,Three-model mean,open_water,22,0.09174701784703569,282
pan_arctic,Three-model mean,open_water,23,0.09385156142347637,282
pan_arctic,Three-model mean,open_water,24,0.09587582547108087,282
pan_arctic,Three-model mean,open_water,25,0.09733052869090772,282
pan_arctic,Three-model mean,open_water,26,0.09822763294872701,282
pan_arctic,Three-model mean,open_water,27,0.10011926885828185,282
pan_arctic,Three-model mean,open_water,28,0.10184618727790276,282
pan_arctic,Three-model mean,open_water,29,0.10360590356826281,282
pan_arctic,Three-model mean,open_water,30,0.10480908660788797,282
pan_arctic,U-Net,compact_ice,1,0.030638966888833802,282
pan_arctic,U-Net,compact_ice,2,0.04366240947758877,282
pan_arctic,U-Net,compact_ice,3,0.0515351623619648,282
pan_arctic,U-Net,compact_ice,4,0.05713663670353917,282
pan_arctic,U-Net,compact_ice,5,0.061306810473930246,282
pan_arctic,U-Net,compact_ice,6,0.06593281115164777,282
pan_arctic,U-Net,compact_ice,7,0.06940118117715784,282
pan_arctic,U-Net,compact_ice,8,0.07374941004054977,282
pan_arctic,U-Net,compact_ice,9,0.07749401571549462,282
pan_arctic,U-Net,compact_ice,10,0.08315858941632871,282
pan_arctic,U-Net,compact_ice,11,0.08497147854182137,282
pan_arctic,U-Net,compact_ice,12,0.08821227194984213,282
pan_arctic,U-Net,compact_ice,13,0.0923949950326095,282
pan_arctic,U-Net,compact_ice,14,0.09543108816326111,282
pan_arctic,U-Net,compact_ice,15,0.09903867022849894,282
pan_arctic,U-Net,compact_ice,16,0.1023733975448268,282
pan_arctic,U-Net,compact_ice,17,0.10504177297445312,282
pan_arctic,U-Net,compact_ice,18,0.10889134939681663,282
pan_arctic,U-Net,compact_ice,19,0.11208675443969655,282
pan_arctic,U-Net,compact_ice,20,0.11383897294670106,282
pan_arctic,U-Net,compact_ice,21,0.11739806547849903,282
pan_arctic,U-Net,compact_ice,22,0.11992793896403696,282
pan_arctic,U-Net,compact_ice,23,0.12158478070819415,282
pan_arctic,U-Net,compact_ice,24,0.12342976127707694,282
pan_arctic,U-Net,compact_ice,25,0.12560570013529287,282
pan_arctic,U-Net,compact_ice,26,0.12729699054376747,282
pan_arctic,U-Net,compact_ice,27,0.12984948731099077,282
pan_arctic,U-Net,compact_ice,28,0.13216840343122108,282
pan_arctic,U-Net,compact_ice,29,0.13501656620235647,282
pan_arctic,U-Net,compact_ice,30,0.13785595904758277,282
pan_arctic,U-Net,miz,1,0.03947161507584134,282
pan_arctic,U-Net,miz,2,0.058931764441810044,282
pan_arctic,U-Net,miz,3,0.0729914377603952,282
pan_arctic,U-Net,miz,4,0.08400695744472714,282
pan_arctic,U-Net,miz,5,0.09322748019110248,282
pan_arctic,U-Net,miz,6,0.10122757709408746,282
pan_arctic,U-Net,miz,7,0.10816911608626827,282
pan_arctic,U-Net,miz,8,0.11445545584944436,282
pan_arctic,U-Net,miz,9,0.12040158026834984,282
pan_arctic,U-Net,miz,10,0.12581179181420424,282
pan_arctic,U-Net,miz,11,0.130739629642526,282
pan_arctic,U-Net,miz,12,0.1353939573692195,282
pan_arctic,U-Net,miz,13,0.13939294427264942,282
pan_arctic,U-Net,miz,14,0.14338569529583525,282
pan_arctic,U-Net,miz,15,0.1475305202050182,282
pan_arctic,U-Net,miz,16,0.1513894690676614,282
pan_arctic,U-Net,miz,17,0.15492493767400928,282
pan_arctic,U-Net,miz,18,0.15906253316876812,282
pan_arctic,U-Net,miz,19,0.1621847181234513,282
pan_arctic,U-Net,miz,20,0.16502694273236865,282
pan_arctic,U-Net,miz,21,0.16832664047325285,282
pan_arctic,U-Net,miz,22,0.1712606632356026,282
pan_arctic,U-Net,miz,23,0.17433904248113258,282
pan_arctic,U-Net,miz,24,0.1770669078468903,282
pan_arctic,U-Net,miz,25,0.1803766314750967,282
pan_arctic,U-Net,miz,26,0.183821807718329,282
pan_arctic,U-Net,miz,27,0.1865204415139251,282
pan_arctic,U-Net,miz,28,0.1899062842863366,282
pan_arctic,U-Net,miz,29,0.19198121293738174,282
pan_arctic,U-Net,miz,30,0.19423867643781803,282
pan_arctic,U-Net,open_water,1,0.014099795690203027,282
pan_arctic,U-Net,open_water,2,0.019508283971374545,282
pan_arctic,U-Net,open_water,3,0.023993673626745923,282
pan_arctic,U-Net,open_water,4,0.028062829638660778,282
pan_arctic,U-Net,open_water,5,0.03183765026198069,282
pan_arctic,U-Net,open_water,6,0.03500440325083606,282
pan_arctic,U-Net,open_water,7,0.03848629054292878,282
pan_arctic,U-Net,open_water,8,0.04076202709915337,282
pan_arctic,U-Net,open_water,9,0.04256348320410661,282
pan_arctic,U-Net,open_water,10,0.04366278018421442,282
pan_arctic,U-Net,open_water,11,0.046071519992050246,282
pan_arctic,U-Net,open_water,12,0.047475732882751004,282
pan_arctic,U-Net,open_water,13,0.049445483376837567,282
pan_arctic,U-Net,open_water,14,0.051313734688698265,282
pan_arctic,U-Net,open_water,15,0.05286781634115528,282
pan_arctic,U-Net,open_water,16,0.054562321671690145,282
pan_arctic,U-Net,open_water,17,0.056896399403964536,282
pan_arctic,U-Net,open_water,18,0.05793639955948881,282
pan_arctic,U-Net,open_water,19,0.060001059126842844,282
pan_arctic,U-Net,open_water,20,0.0630601566620013,282
pan_arctic,U-Net,open_water,21,0.06426179820121554,282
pan_arctic,U-Net,open_water,22,0.06648860511953134,282
pan_arctic,U-Net,open_water,23,0.0685666876636598,282
pan_arctic,U-Net,open_water,24,0.07079328483555725,282
pan_arctic,U-Net,open_water,25,0.07211580905766539,282
pan_arctic,U-Net,open_water,26,0.07354005904348085,282
pan_arctic,U-Net,open_water,27,0.07501738979826418,282
pan_arctic,U-Net,open_water,28,0.07630392783586307,282
pan_arctic,U-Net,open_water,29,0.07811500269595875,282
pan_arctic,U-Net,open_water,30,0.07931597735783374,282
