model,domain,lead_day,metric,mean,ci_lower,ci_upper,n_initializations,bootstrap_reps,block_days,seed_base,lead_seed
U-Net,barents,12,rmse,0.0392780449191399,0.0248528139630799,0.0528671650715432,282,5000,7,20260816,20260828
U-Net,barents,13,rmse,0.0401512360855412,0.025321708857758,0.0549325562512673,282,5000,7,20260816,20260829
U-Net,barents,14,rmse,0.041162643612395,0.025846206001076,0.0568030318484661,282,5000,7,20260816,20260830
U-Net,barents,15,rmse,0.0420808769525917,0.0259143888534943,0.0589936965665013,282,5000,7,20260816,20260831
U-Net,barents,16,rmse,0.0431093560355296,0.0269571075286161,0.060468359125904,282,5000,7,20260816,20260832
U-Net,barents,17,rmse,0.0442965601391283,0.0275558058360659,0.063545645318277,282,5000,7,20260816,20260833
U-Net,barents,18,rmse,0.0452680211965179,0.0283682737629924,0.0647109955350649,282,5000,7,20260816,20260834
U-Net,barents,19,rmse,0.0463901771657157,0.0282173051029812,0.0650839275017824,282,5000,7,20260816,20260835
U-Net,barents,20,rmse,0.0475223213991486,0.029427236744841,0.0676774009002006,282,5000,7,20260816,20260836
U-Net,barents,21,rmse,0.0482693910344884,0.0295381779517775,0.0672813270620619,282,5000,7,20260816,20260837
U-Net,barents,22,rmse,0.0491541923458602,0.0307252783856899,0.0688097810799687,282,5000,7,20260816,20260838
U-Net,barents,23,rmse,0.0498254319722704,0.0313057120255834,0.0687893314056788,282,5000,7,20260816,20260839
U-Net,barents,24,rmse,0.0505785157849706,0.0315610690861927,0.0699215376048987,282,5000,7,20260816,20260840
U-Net,barents,25,rmse,0.051179166693671,0.0320521944647374,0.0710329970149675,282,5000,7,20260816,20260841
U-Net,barents,26,rmse,0.0527536460385548,0.0333410709186395,0.0715272020662899,282,5000,7,20260816,20260842
U-Net,barents,27,rmse,0.0529626103307656,0.0334095418878325,0.0716524526923342,282,5000,7,20260816,20260843
U-Net,barents,28,rmse,0.0539192551420905,0.0348996267825131,0.0720803253293185,282,5000,7,20260816,20260844
U-Net,barents,29,rmse,0.0553525397500111,0.036674848779512,0.0720715964161281,282,5000,7,20260816,20260845
U-Net,barents,30,rmse,0.0560004251532255,0.0370848504926872,0.0731792661871195,282,5000,7,20260816,20260846
U-Net,kara,1,rmse,0.0234086608267054,0.0169080311029825,0.0279291149236616,282,5000,7,20260816,20260817
U-Net,kara,2,rmse,0.0347352004578382,0.0252656874633226,0.0411727281051104,282,5000,7,20260816,20260818
U-Net,kara,3,rmse,0.043487568650263,0.0320871928298001,0.0510484288082756,282,5000,7,20260816,20260819
U-Net,kara,4,rmse,0.0507882255901052,0.0381238658860243,0.0593905084370922,282,5000,7,20260816,20260820
U-Net,kara,5,rmse,0.0572254762375041,0.0429416767701768,0.0660483678218112,282,5000,7,20260816,20260821
U-Net,kara,6,rmse,0.0631700814377942,0.0485433999937137,0.0723342881306574,282,5000,7,20260816,20260822
U-Net,kara,7,rmse,0.0683842503398908,0.0527208015592108,0.0771254172656219,282,5000,7,20260816,20260823
U-Net,kara,8,rmse,0.072611117730576,0.0566523314604261,0.0812122546726851,282,5000,7,20260816,20260824
U-Net,kara,9,rmse,0.0759562427337842,0.059536346012494,0.0843958249575461,282,5000,7,20260816,20260825
U-Net,kara,10,rmse,0.0787026972145771,0.0617857138344434,0.0878112195103829,282,5000,7,20260816,20260826
U-Net,kara,11,rmse,0.0811421131846355,0.0648450080096842,0.0901828690580917,282,5000,7,20260816,20260827
U-Net,kara,12,rmse,0.0833858106416284,0.0669192238048056,0.0920927517899715,282,5000,7,20260816,20260828
U-Net,kara,13,rmse,0.0854140445234398,0.0689188753901282,0.0937651317512303,282,5000,7,20260816,20260829
U-Net,kara,14,rmse,0.087329617605379,0.0713348600235317,0.0960279317063108,282,5000,7,20260816,20260830
U-Net,kara,15,rmse,0.0891833804724844,0.0736528615148314,0.0979473674857596,282,5000,7,20260816,20260831
U-Net,kara,16,rmse,0.0909879415063859,0.0760078465511126,0.0995551963727695,282,5000,7,20260816,20260832
U-Net,kara,17,rmse,0.0926450841129229,0.0779148797967051,0.1010217851985406,282,5000,7,20260816,20260833
U-Net,kara,18,rmse,0.0944407532970719,0.0798496975990937,0.1027081599029181,282,5000,7,20260816,20260834
U-Net,kara,19,rmse,0.0960377603010002,0.0816250929291551,0.1041387100636364,282,5000,7,20260816,20260835
U-Net,kara,20,rmse,0.0978177186576142,0.0835427235215873,0.1054684438724962,282,5000,7,20260816,20260836
U-Net,kara,21,rmse,0.0996913603888969,0.0856598200006185,0.1072331003752984,282,5000,7,20260816,20260837
U-Net,kara,22,rmse,0.1016400372572373,0.0871119005289299,0.1091112345564844,282,5000,7,20260816,20260838
U-Net,kara,23,rmse,0.1036664940108385,0.0887269403765133,0.110540812985481,282,5000,7,20260816,20260839
U-Net,kara,24,rmse,0.1056934941980817,0.0904264823776899,0.1122427298569745,282,5000,7,20260816,20260840
U-Net,kara,25,rmse,0.1076942391810776,0.091889750764078,0.115136105890822,282,5000,7,20260816,20260841
U-Net,kara,26,rmse,0.1094302574554276,0.0926362696723128,0.1175285400235817,282,5000,7,20260816,20260842
U-Net,kara,27,rmse,0.1109174036241956,0.0929995106551085,0.1195178536430495,282,5000,7,20260816,20260843
U-Net,kara,28,rmse,0.1125534072068197,0.0940576501639305,0.122590575213841,282,5000,7,20260816,20260844
U-Net,kara,29,rmse,0.1141503059870428,0.0945751129791766,0.1258977088172214,282,5000,7,20260816,20260845
U-Net,kara,30,rmse,0.1156772754093928,0.094708392627713,0.1290326366468075,282,5000,7,20260816,20260846
U-Net,laptev,1,rmse,0.0275391332102288,0.0222518069870499,0.0316949548802039,282,5000,7,20260816,20260817
U-Net,laptev,2,rmse,0.0425146766150517,0.0342629486447562,0.0480044343768571,282,5000,7,20260816,20260818
U-Net,laptev,3,rmse,0.0535894807053722,0.0436669731348009,0.0599648605185161,282,5000,7,20260816,20260819
U-Net,laptev,4,rmse,0.062606652515181,0.0516340410989803,0.0697733814876048,282,5000,7,20260816,20260820
U-Net,laptev,5,rmse,0.0704212736411451,0.0585460609317976,0.0783669217274586,282,5000,7,20260816,20260821
U-Net,laptev,6,rmse,0.0775686074803251,0.0649274476529653,0.0857215015305772,282,5000,7,20260816,20260822
U-Net,laptev,7,rmse,0.0840491094363392,0.0713197386789942,0.0925793432960804,282,5000,7,20260816,20260823
U-Net,laptev,8,rmse,0.0901675858440333,0.0776399729573074,0.0984404723097191,282,5000,7,20260816,20260824
U-Net,laptev,9,rmse,0.0953373528849969,0.0830347483598592,0.1038997565110532,282,5000,7,20260816,20260825
U-Net,laptev,10,rmse,0.1005336875167679,0.0883329286726546,0.109617554467758,282,5000,7,20260816,20260826
U-Net,laptev,11,rmse,0.1047494507019085,0.0926011968930961,0.1145779072168002,282,5000,7,20260816,20260827
U-Net,laptev,12,rmse,0.1092550715251869,0.0969456940596101,0.1201559408470641,282,5000,7,20260816,20260828
U-Net,laptev,13,rmse,0.1134757309681741,0.1012258649033372,0.1253242590995043,282,5000,7,20260816,20260829
U-Net,laptev,14,rmse,0.1178469563157352,0.1053890405009221,0.1316230052202656,282,5000,7,20260816,20260830
U-Net,laptev,15,rmse,0.1226172167804071,0.1094098373161742,0.136951852120637,282,5000,7,20260816,20260831
U-Net,laptev,16,rmse,0.1271929011354635,0.1135740007351955,0.1422564478914147,282,5000,7,20260816,20260832
U-Net,laptev,17,rmse,0.1319271798996841,0.1176804284395193,0.147527630762109,282,5000,7,20260816,20260833
U-Net,laptev,18,rmse,0.1365531267790046,0.1215820822760885,0.1530926765381723,282,5000,7,20260816,20260834
U-Net,laptev,19,rmse,0.1409462555370969,0.1251032312772889,0.1576386994985262,282,5000,7,20260816,20260835
U-Net,laptev,20,rmse,0.1454374000331677,0.1278637841352004,0.1639817646366677,282,5000,7,20260816,20260836
U-Net,laptev,21,rmse,0.1493647135794424,0.1319988836375368,0.1682039985533377,282,5000,7,20260816,20260837
U-Net,laptev,22,rmse,0.1533762418598375,0.135619705997382,0.1727810637024814,282,5000,7,20260816,20260838
U-Net,laptev,23,rmse,0.1575555954716941,0.1390652137923816,0.178768250985037,282,5000,7,20260816,20260839
U-Net,laptev,24,rmse,0.1608967344873813,0.1415725242221591,0.1824091471867656,282,5000,7,20260816,20260840
U-Net,laptev,25,rmse,0.1635696576293929,0.1442644538372736,0.1865835392354113,282,5000,7,20260816,20260841
U-Net,laptev,26,rmse,0.1662359635570934,0.1468452892607385,0.189246257766637,282,5000,7,20260816,20260842
U-Net,laptev,27,rmse,0.1692769836240942,0.149918699529195,0.1918211016653803,282,5000,7,20260816,20260843
U-Net,laptev,28,rmse,0.172161550269154,0.1525453364275169,0.1951826516722599,282,5000,7,20260816,20260844
U-Net,laptev,29,rmse,0.1742219973096222,0.1550117501301359,0.1970206394759104,282,5000,7,20260816,20260845
U-Net,laptev,30,rmse,0.176636134728396,0.1572224128707957,0.1991805914794206,282,5000,7,20260816,20260846
U-Net,east_siberian,1,rmse,0.0272016929306402,0.0224718845552229,0.0314988410818646,282,5000,7,20260816,20260817
U-Net,east_siberian,2,rmse,0.0417987473586863,0.0345901835619462,0.0481491431892653,282,5000,7,20260816,20260818
U-Net,east_siberian,3,rmse,0.0520054025704891,0.0429381879456851,0.0604675557502378,282,5000,7,20260816,20260819
U-Net,east_siberian,4,rmse,0.0602744836954333,0.0492013274882094,0.0695524237702464,282,5000,7,20260816,20260820
U-Net,east_siberian,5,rmse,0.0673034513648056,0.0551278096749428,0.0779412115560089,282,5000,7,20260816,20260821
U-Net,east_siberian,6,rmse,0.0734918934981577,0.0597959348804444,0.0849609660236119,282,5000,7,20260816,20260822
U-Net,east_siberian,7,rmse,0.0787016995302611,0.0644332242259889,0.0908009761425234,282,5000,7,20260816,20260823
U-Net,east_siberian,8,rmse,0.0835203694737545,0.0686540694994336,0.0965708586195042,282,5000,7,20260816,20260824
U-Net,east_siberian,9,rmse,0.0882332244463395,0.0717041673651874,0.1017928547149833,282,5000,7,20260816,20260825
U-Net,east_siberian,10,rmse,0.0929138338765898,0.0748672851188458,0.1073391571154943,282,5000,7,20260816,20260826
U-Net,east_siberian,11,rmse,0.0968854145410086,0.0777677094243723,0.1120766250581834,282,5000,7,20260816,20260827
U-Net,east_siberian,12,rmse,0.1006474507225351,0.0804431440462251,0.1166463858482235,282,5000,7,20260816,20260828
U-Net,east_siberian,13,rmse,0.1043034413681538,0.0833234023568173,0.1219168125275943,282,5000,7,20260816,20260829
U-Net,east_siberian,14,rmse,0.1073949615289045,0.085417649241246,0.1264997095481477,282,5000,7,20260816,20260830
U-Net,east_siberian,15,rmse,0.1106642172230467,0.0872965801389813,0.1303398330011352,282,5000,7,20260816,20260831
U-Net,east_siberian,16,rmse,0.1136180427971756,0.0890984692549195,0.1339977589939468,282,5000,7,20260816,20260832
U-Net,east_siberian,17,rmse,0.1166117855256131,0.0912014216049525,0.1383316350345786,282,5000,7,20260816,20260833
U-Net,east_siberian,18,rmse,0.1201597578949644,0.0932838772812582,0.1419466178315227,282,5000,7,20260816,20260834
U-Net,east_siberian,19,rmse,0.1232876755908604,0.0951472644589224,0.1463416300418844,282,5000,7,20260816,20260835
U-Net,east_siberian,20,rmse,0.126360846925764,0.0967769556783758,0.1493243905761552,282,5000,7,20260816,20260836
U-Net,east_siberian,21,rmse,0.1293938602975352,0.0984833944675961,0.1538749009441425,282,5000,7,20260816,20260837
U-Net,east_siberian,22,rmse,0.1322369348151527,0.1010425582383799,0.157188519255073,282,5000,7,20260816,20260838
U-Net,east_siberian,23,rmse,0.1350507751533882,0.102740198251784,0.1606183377652799,282,5000,7,20260816,20260839
U-Net,east_siberian,24,rmse,0.1377077381544807,0.104230707687388,0.1623707650364769,282,5000,7,20260816,20260840
U-Net,east_siberian,25,rmse,0.1410900497157878,0.10708005026554,0.1671186789680984,282,5000,7,20260816,20260841
U-Net,east_siberian,26,rmse,0.144002589708815,0.1093173813552339,0.1692936076572446,282,5000,7,20260816,20260842
U-Net,east_siberian,27,rmse,0.147256835138324,0.1114889724980818,0.1728284554388286,282,5000,7,20260816,20260843
U-Net,east_siberian,28,rmse,0.1508734251401211,0.1142982656422414,0.1763584091912787,282,5000,7,20260816,20260844
U-Net,east_siberian,29,rmse,0.1541679416787549,0.11696607489889,0.1809170625871038,282,5000,7,20260816,20260845
U-Net,east_siberian,30,rmse,0.157800934572679,0.1197672561442805,0.1853111214358764,282,5000,7,20260816,20260846
U-Net,chukchi,1,rmse,0.0219198700703218,0.0167208821580524,0.0257368484841109,282,5000,7,20260816,20260817
U-Net,chukchi,2,rmse,0.0328663132438981,0.0240815739099044,0.0394527889681046,282,5000,7,20260816,20260818
U-Net,chukchi,3,rmse,0.0402574537682227,0.0291170593568548,0.0488155726952707,282,5000,7,20260816,20260819
U-Net,chukchi,4,rmse,0.0461616498258409,0.0327308100168082,0.0562838744279839,282,5000,7,20260816,20260820
U-Net,chukchi,5,rmse,0.0513487527500742,0.0359802974168925,0.0627799997120698,282,5000,7,20260816,20260821
U-Net,chukchi,6,rmse,0.0559962766752041,0.0387044588275096,0.0686019017371697,282,5000,7,20260816,20260822
U-Net,chukchi,7,rmse,0.0605667064228355,0.0411953690909391,0.0735280631570317,282,5000,7,20260816,20260823
U-Net,chukchi,8,rmse,0.0648625150668861,0.0438669185687636,0.0786968281179089,282,5000,7,20260816,20260824
U-Net,chukchi,9,rmse,0.0687774874046568,0.0453659558350622,0.083193453350975,282,5000,7,20260816,20260825
U-Net,chukchi,10,rmse,0.0724941852331755,0.0472741090671426,0.0884198047668261,282,5000,7,20260816,20260826
U-Net,chukchi,11,rmse,0.075850602759263,0.049691378265267,0.0919643606892931,282,5000,7,20260816,20260827
U-Net,chukchi,12,rmse,0.0790387853001,0.0527902935187108,0.0962852904567012,282,5000,7,20260816,20260828
U-Net,chukchi,13,rmse,0.0821491393961852,0.0551079903311051,0.099615566968355,282,5000,7,20260816,20260829
U-Net,chukchi,14,rmse,0.0849799974214394,0.0573673892532019,0.103198705738164,282,5000,7,20260816,20260830
U-Net,chukchi,15,rmse,0.0879515276291237,0.0582233880903829,0.105886445311864,282,5000,7,20260816,20260831
U-Net,chukchi,16,rmse,0.0908612495150938,0.0618651869733029,0.109279055341408,282,5000,7,20260816,20260832
U-Net,chukchi,17,rmse,0.093518204707901,0.0636201043240709,0.1116420598078706,282,5000,7,20260816,20260833
U-Net,chukchi,18,rmse,0.0963030626308126,0.0673455498865885,0.1141074739821524,282,5000,7,20260816,20260834
U-Net,chukchi,19,rmse,0.0989366365472348,0.0696406045109424,0.1170536118522018,282,5000,7,20260816,20260835
U-Net,chukchi,20,rmse,0.1016709189016268,0.0727124828873019,0.1189216906620989,282,5000,7,20260816,20260836
U-Net,chukchi,21,rmse,0.103686511455303,0.0746910532622521,0.1211440558202576,282,5000,7,20260816,20260837
U-Net,chukchi,22,rmse,0.1059778358430565,0.0767191968992724,0.1231764998983528,282,5000,7,20260816,20260838
U-Net,chukchi,23,rmse,0.1080864614678792,0.0779950108325792,0.1253289374913045,282,5000,7,20260816,20260839
U-Net,chukchi,24,rmse,0.1102387280071455,0.0797067369868135,0.1270470535918916,282,5000,7,20260816,20260840
U-Net,chukchi,25,rmse,0.1129693238914768,0.0830616329200719,0.1306144712382636,282,5000,7,20260816,20260841
U-Net,chukchi,26,rmse,0.1149585583756592,0.0844397806837167,0.1333629707611746,282,5000,7,20260816,20260842
U-Net,chukchi,27,rmse,0.1175674476764691,0.0864843160510763,0.136861463688123,282,5000,7,20260816,20260843
U-Net,chukchi,28,rmse,0.1204029926052962,0.0877659583091492,0.1401946682378168,282,5000,7,20260816,20260844
U-Net,chukchi,29,rmse,0.1234878444067908,0.0914938560188085,0.1440743112453341,282,5000,7,20260816,20260845
U-Net,chukchi,30,rmse,0.1266251670285972,0.0944687832481056,0.1481156815706956,282,5000,7,20260816,20260846
U-Net,pan_arctic,1,r,0.9968674374391836,0.9965160203972488,0.9972941633078806,282,5000,7,20260816,20260817
U-Net,pan_arctic,2,r,0.99361405487225,0.9930785892602172,0.994371093383982,282,5000,7,20260816,20260818
U-Net,pan_arctic,3,r,0.990648824116276,0.9899341221869964,0.9916652390788678,282,5000,7,20260816,20260819
U-Net,pan_arctic,4,r,0.987959585633048,0.9871223081338976,0.9891711943265534,282,5000,7,20260816,20260820
U-Net,pan_arctic,5,r,0.98545542289176,0.9844981159594112,0.9868259446285512,282,5000,7,20260816,20260821
U-Net,pan_arctic,6,r,0.983066149315752,0.9819320101557292,0.9847130178584528,282,5000,7,20260816,20260822
U-Net,pan_arctic,7,r,0.9807450523869424,0.9795092712910284,0.9825693073239428,282,5000,7,20260816,20260823
U-Net,pan_arctic,8,r,0.978552630879738,0.9772088142964828,0.98084721413104,282,5000,7,20260816,20260824
U-Net,pan_arctic,9,r,0.9764392398327404,0.9749897179584516,0.9790874046201926,282,5000,7,20260816,20260825
U-Net,pan_arctic,10,r,0.9744001299074802,0.9726276611378856,0.9774791539356328,282,5000,7,20260816,20260826
U-Net,pan_arctic,11,r,0.9725011305481964,0.9703908862611598,0.9759047908752037,282,5000,7,20260816,20260827
U-Net,pan_arctic,12,r,0.9707547069765864,0.9681762905466008,0.9744957546467508,282,5000,7,20260816,20260828
U-Net,pan_arctic,13,r,0.9690114518847917,0.9658604875543422,0.9732324937486,282,5000,7,20260816,20260829
U-Net,pan_arctic,14,r,0.9672891336214788,0.9635804495229806,0.9719425424605171,282,5000,7,20260816,20260830
U-Net,pan_arctic,15,r,0.9655360257608464,0.961244871843648,0.970630349300532,282,5000,7,20260816,20260831
U-Net,pan_arctic,16,r,0.963857015747331,0.959171563335597,0.9692115585670896,282,5000,7,20260816,20260832
U-Net,pan_arctic,17,r,0.96207499412507,0.9569510379155745,0.9679800056405624,282,5000,7,20260816,20260833
U-Net,pan_arctic,18,r,0.9603619866347136,0.9546599157481572,0.966759471674446,282,5000,7,20260816,20260834
U-Net,pan_arctic,19,r,0.9586067633893678,0.952577795797567,0.9654187536167674,282,5000,7,20260816,20260835
U-Net,pan_arctic,20,r,0.956722305003664,0.9503470456515436,0.9640882915225272,282,5000,7,20260816,20260836
U-Net,pan_arctic,21,r,0.9550499053363553,0.9480000204272412,0.9628178104191188,282,5000,7,20260816,20260837
U-Net,pan_arctic,22,r,0.9532608646999274,0.945954143920517,0.961599455945686,282,5000,7,20260816,20260838
U-Net,pan_arctic,23,r,0.9515607070583282,0.9439568057719006,0.9606204369063276,282,5000,7,20260816,20260839
U-Net,pan_arctic,24,r,0.9498856646300154,0.9420976306725354,0.9596115671954374,282,5000,7,20260816,20260840
U-Net,pan_arctic,25,r,0.9482711425383886,0.9399773194731396,0.9585480672755098,282,5000,7,20260816,20260841
U-Net,pan_arctic,26,r,0.9467376992284808,0.9380491902453,0.9575157729005114,282,5000,7,20260816,20260842
U-Net,pan_arctic,27,r,0.9452020431521284,0.9365207263264396,0.9563931695424585,282,5000,7,20260816,20260843
U-Net,pan_arctic,28,r,0.9436206016618996,0.9344897435858946,0.9554225797841108,282,5000,7,20260816,20260844
U-Net,pan_arctic,29,r,0.9420343964511804,0.9326025995068122,0.954105246121176,282,5000,7,20260816,20260845
U-Net,pan_arctic,30,r,0.9405460669548,0.9308916958697993,0.9530266736624086,282,5000,7,20260816,20260846
U-Net,combined_nsr,1,r,0.9955107818124984,0.9950558042656772,0.996115018770878,282,5000,7,20260816,20260817
U-Net,combined_nsr,2,r,0.990014931298232,0.989099670446222,0.991180007260812,282,5000,7,20260816,20260818
U-Net,combined_nsr,3,r,0.9842703408731374,0.9828716168891272,0.9860261533565816,282,5000,7,20260816,20260819
U-Net,combined_nsr,4,r,0.9785500443739176,0.9765580476287516,0.980959791725756,282,5000,7,20260816,20260820
U-Net,combined_nsr,5,r,0.9729103914332492,0.9703306904556452,0.9759168990286012,282,5000,7,20260816,20260821
U-Net,combined_nsr,6,r,0.9673971015342236,0.9645300264734252,0.9710134009951908,282,5000,7,20260816,20260822
U-Net,combined_nsr,7,r,0.9620801335228226,0.9590593314767124,0.9662457149079424,282,5000,7,20260816,20260823
U-Net,combined_nsr,8,r,0.9568632384230804,0.9539622586137442,0.9614721229537644,282,5000,7,20260816,20260824
U-Net,combined_nsr,9,r,0.9519291438784698,0.94877527109952,0.9571452299963265,282,5000,7,20260816,20260825
U-Net,combined_nsr,10,r,0.947055460330958,0.9433434246924328,0.95272124098255,282,5000,7,20260816,20260826
U-Net,combined_nsr,11,r,0.942693912829485,0.93839865552522,0.9485927084737132,282,5000,7,20260816,20260827
U-Net,combined_nsr,12,r,0.938245710486156,0.9328917066975568,0.9445115945537716,282,5000,7,20260816,20260828
U-Net,combined_nsr,13,r,0.9341405812270162,0.927853977788863,0.9408219542333536,282,5000,7,20260816,20260829
U-Net,combined_nsr,14,r,0.9300086855603932,0.922672258984624,0.9371708849775948,282,5000,7,20260816,20260830
U-Net,combined_nsr,15,r,0.9257466148792952,0.9173800166456828,0.9334108786262612,282,5000,7,20260816,20260831
U-Net,combined_nsr,16,r,0.9218062716986266,0.9127657929165705,0.9297777678084838,282,5000,7,20260816,20260832
U-Net,combined_nsr,17,r,0.9177216699837308,0.9081885020262948,0.9264397622382904,282,5000,7,20260816,20260833
U-Net,combined_nsr,18,r,0.9135219542806208,0.9030210939881742,0.922974012401047,282,5000,7,20260816,20260834
U-Net,combined_nsr,19,r,0.9094338193808564,0.8985929135576248,0.919557835322962,282,5000,7,20260816,20260835
U-Net,combined_nsr,20,r,0.9050659805807358,0.8939742404944312,0.9161750751385196,282,5000,7,20260816,20260836
U-Net,combined_nsr,21,r,0.9011151523093052,0.8891412252383307,0.913317847140763,282,5000,7,20260816,20260837
U-Net,combined_nsr,22,r,0.897108768753872,0.8846566602883061,0.9103290266100896,282,5000,7,20260816,20260838
U-Net,combined_nsr,23,r,0.8930642781783743,0.8805615195960881,0.9075983089778986,282,5000,7,20260816,20260839
U-Net,combined_nsr,24,r,0.8895165872242407,0.8763898820054258,0.9054706328643002,282,5000,7,20260816,20260840
U-Net,combined_nsr,25,r,0.8860985115713526,0.8724431525562066,0.9031320834667022,282,5000,7,20260816,20260841
U-Net,combined_nsr,26,r,0.8829568094387223,0.8686999546630502,0.9012185543647784,282,5000,7,20260816,20260842
U-Net,combined_nsr,27,r,0.8795983564791132,0.8640689416076677,0.8991515863518661,282,5000,7,20260816,20260843
U-Net,combined_nsr,28,r,0.8761419868849861,0.8597061630424798,0.8966692044184102,282,5000,7,20260816,20260844
U-Net,combined_nsr,29,r,0.873278271397103,0.8565471061143378,0.8942017819192126,282,5000,7,20260816,20260845
U-Net,combined_nsr,30,r,0.8701814608504054,0.8523176920331472,0.891440189686036,282,5000,7,20260816,20260846
U-Net,barents,1,r,0.9799071297051468,0.9628859292754732,0.9964187565170736,282,5000,7,20260816,20260817
U-Net,barents,2,r,0.9664825726396054,0.9427111710729992,0.9929632560194444,282,5000,7,20260816,20260818
U-Net,barents,3,r,0.9524456703245168,0.9179016844100212,0.988621522384498,282,5000,7,20260816,20260819
U-Net,barents,4,r,0.9392128542951952,0.897549731469206,0.9852207565822846,282,5000,7,20260816,20260820
U-Net,barents,5,r,0.9264327247975424,0.8744050921430024,0.9811983443509198,282,5000,7,20260816,20260821
U-Net,barents,6,r,0.9155555040017168,0.857601419104382,0.9774628023695368,282,5000,7,20260816,20260822
U-Net,barents,7,r,0.9046260951475896,0.8396554845475203,0.9741542432827954,282,5000,7,20260816,20260823
U-Net,barents,8,r,0.8964043394166405,0.826714452772842,0.9704723860314526,282,5000,7,20260816,20260824
U-Net,barents,9,r,0.8892216934547195,0.817438057005492,0.9676368500404332,282,5000,7,20260816,20260825
U-Net,barents,10,r,0.882519113224059,0.8071443688640434,0.9644469936815278,282,5000,7,20260816,20260826
U-Net,barents,11,r,0.876386428580229,0.7956626114749344,0.9613624320764916,282,5000,7,20260816,20260827
U-Net,barents,12,r,0.8698701351432837,0.7869728056932099,0.9560195499052088,282,5000,7,20260816,20260828
U-Net,barents,13,r,0.863006312428382,0.7767970250846411,0.9536396171159546,282,5000,7,20260816,20260829
U-Net,barents,14,r,0.856765011846508,0.7665897180511259,0.9516529767234962,282,5000,7,20260816,20260830
U-Net,barents,15,r,0.8500915500309769,0.7585458338290373,0.9486855480485544,282,5000,7,20260816,20260831
U-Net,barents,16,r,0.8424576885186644,0.7475425203483996,0.9456513274438628,282,5000,7,20260816,20260832
U-Net,barents,17,r,0.8343529410549892,0.7355924289592298,0.9443290274428342,282,5000,7,20260816,20260833
U-Net,barents,18,r,0.8289614558086195,0.7265348351781691,0.941854820498121,282,5000,7,20260816,20260834
U-Net,barents,19,r,0.8214083986160284,0.7155633580632795,0.9381949613140362,282,5000,7,20260816,20260835
U-Net,barents,20,r,0.8142004439284902,0.703352860787219,0.937319809736746,282,5000,7,20260816,20260836
U-Net,barents,21,r,0.8070625244903676,0.6904351432593672,0.934398948863009,282,5000,7,20260816,20260837
U-Net,barents,22,r,0.7990243512359326,0.6797590140263495,0.9342361243408788,282,5000,7,20260816,20260838
U-Net,barents,23,r,0.7937346435210373,0.6724250841553608,0.932548382101108,282,5000,7,20260816,20260839
U-Net,barents,24,r,0.7876339978350462,0.6626156765706107,0.93162791815848,282,5000,7,20260816,20260840
U-Net,barents,25,r,0.7834218372523184,0.6543995157866205,0.929480148675438,282,5000,7,20260816,20260841
U-Net,barents,26,r,0.7685619886512399,0.6340736053272932,0.9274371832117232,282,5000,7,20260816,20260842
U-Net,barents,27,r,0.7691368818009882,0.6343597476093683,0.9263302868899606,282,5000,7,20260816,20260843
U-Net,barents,28,r,0.7618847119845901,0.6213340630049174,0.9242163522855108,282,5000,7,20260816,20260844
U-Net,barents,29,r,0.7505283047487789,0.6082891685397457,0.9217493509016628,282,5000,7,20260816,20260845
U-Net,barents,30,r,0.7471186278580225,0.605402293777998,0.920298061237644,282,5000,7,20260816,20260846
U-Net,kara,1,r,0.9925648694302298,0.990703166732543,0.9953174348842928,282,5000,7,20260816,20260817
U-Net,kara,2,r,0.9849758921082156,0.9808755345407022,0.9908221746355732,282,5000,7,20260816,20260818
U-Net,kara,3,r,0.976835249027167,0.9702397482211288,0.9858977082688464,282,5000,7,20260816,20260819
U-Net,kara,4,r,0.9686295812624012,0.9595707106114022,0.9810203548402118,282,5000,7,20260816,20260820
U-Net,kara,5,r,0.960508823735782,0.9483740624466824,0.9763636496267208,282,5000,7,20260816,20260821
U-Net,kara,6,r,0.9525574281752656,0.9372490537406332,0.9720806446556765,282,5000,7,20260816,20260822
U-Net,kara,7,r,0.943711087239395,0.9264268816749208,0.9682016774247032,282,5000,7,20260816,20260823
U-Net,kara,8,r,0.9358567292722866,0.9176289533492492,0.964382767380619,282,5000,7,20260816,20260824
U-Net,kara,9,r,0.9284251938100828,0.9068564774740596,0.9606040362564272,282,5000,7,20260816,20260825
U-Net,kara,10,r,0.9209164296626812,0.8938377640359576,0.9570527675003752,282,5000,7,20260816,20260826
U-Net,kara,11,r,0.9144274709203946,0.8828218388473563,0.9545031617759484,282,5000,7,20260816,20260827
U-Net,kara,12,r,0.908919354551064,0.8690377966254244,0.9507960448558176,282,5000,7,20260816,20260828
U-Net,kara,13,r,0.9036800761937668,0.8564925574154373,0.9492743405462089,282,5000,7,20260816,20260829
U-Net,kara,14,r,0.898551691564738,0.8454371611280531,0.9473163560331652,282,5000,7,20260816,20260830
U-Net,kara,15,r,0.8932600896399273,0.8340501499656796,0.9456209986644492,282,5000,7,20260816,20260831
U-Net,kara,16,r,0.8878633308364087,0.8248310782147936,0.9417952399203248,282,5000,7,20260816,20260832
U-Net,kara,17,r,0.882446083360353,0.8139429551768597,0.9413010901953988,282,5000,7,20260816,20260833
U-Net,kara,18,r,0.876813465588396,0.8031404538743384,0.9383414265739888,282,5000,7,20260816,20260834
