model,domain,lead_day,metric,mean,ci_lower,ci_upper,n_initializations,bootstrap_reps,block_days,seed_base,lead_seed
CNN,combined_nsr,1,r,0.9956668606982552,0.9952069558149752,0.9962360548951746,282,5000,7,20260816,20260817
CNN,combined_nsr,2,r,0.9905812757148762,0.9897387725017855,0.9916264659505024,282,5000,7,20260816,20260818
CNN,combined_nsr,3,r,0.9852606545399634,0.9839142032909872,0.9868598491805628,282,5000,7,20260816,20260819
CNN,combined_nsr,4,r,0.9798129739921568,0.9778073025056874,0.9820133202220253,282,5000,7,20260816,20260820
CNN,combined_nsr,5,r,0.9744186483456966,0.9716370335066568,0.9772357924611595,282,5000,7,20260816,20260821
CNN,combined_nsr,6,r,0.969034888739276,0.9656815494103564,0.9725627934112496,282,5000,7,20260816,20260822
CNN,combined_nsr,7,r,0.9636568738549977,0.9597295187292406,0.9676115728335418,282,5000,7,20260816,20260823
CNN,combined_nsr,8,r,0.9581945630612232,0.9543169385419704,0.9626882252040512,282,5000,7,20260816,20260824
CNN,combined_nsr,9,r,0.953002774231702,0.9491263788893954,0.9578429675269436,282,5000,7,20260816,20260825
CNN,combined_nsr,10,r,0.9479014143809988,0.943974959555232,0.9530857109513752,282,5000,7,20260816,20260826
CNN,combined_nsr,11,r,0.942913075264346,0.9387679995844938,0.9480712177716388,282,5000,7,20260816,20260827
CNN,combined_nsr,12,r,0.9379158909986808,0.9332458093032008,0.9432483369888398,282,5000,7,20260816,20260828
CNN,combined_nsr,13,r,0.9334625998740692,0.9282492617584596,0.9388998522510624,282,5000,7,20260816,20260829
CNN,combined_nsr,14,r,0.929082727836291,0.9230730060764823,0.9347581813103402,282,5000,7,20260816,20260830
CNN,combined_nsr,15,r,0.9246178100881832,0.9177712142144016,0.9309357540219216,282,5000,7,20260816,20260831
CNN,combined_nsr,16,r,0.920173810938952,0.9125116685103324,0.9267321207464608,282,5000,7,20260816,20260832
CNN,combined_nsr,17,r,0.915843697350324,0.9076712401696064,0.9229899699519064,282,5000,7,20260816,20260833
CNN,combined_nsr,18,r,0.911454673049363,0.902937980394958,0.91885933588177,282,5000,7,20260816,20260834
CNN,combined_nsr,19,r,0.906948647864816,0.8977355740801173,0.9151433024705602,282,5000,7,20260816,20260835
CNN,combined_nsr,20,r,0.9021836710002268,0.8934107402448715,0.9112467391162392,282,5000,7,20260816,20260836
CNN,combined_nsr,21,r,0.897437707421925,0.8884303051654603,0.9075034971972632,282,5000,7,20260816,20260837
CNN,combined_nsr,22,r,0.8926902507823707,0.8836277048379706,0.9037350010593632,282,5000,7,20260816,20260838
CNN,combined_nsr,23,r,0.8882322624749389,0.8790817855018244,0.9002637840176229,282,5000,7,20260816,20260839
CNN,combined_nsr,24,r,0.8840878802208398,0.8743306388916567,0.8975420071789968,282,5000,7,20260816,20260840
CNN,combined_nsr,25,r,0.8800734133361414,0.8693799883553369,0.8945425135784614,282,5000,7,20260816,20260841
CNN,combined_nsr,26,r,0.8761028626706918,0.8642405696112072,0.8915933393297485,282,5000,7,20260816,20260842
CNN,combined_nsr,27,r,0.8722112756289082,0.858862483362147,0.8893236032325761,282,5000,7,20260816,20260843
CNN,combined_nsr,28,r,0.8683222244263037,0.8537979191758553,0.886436291059864,282,5000,7,20260816,20260844
CNN,combined_nsr,29,r,0.8643947659020857,0.8488498723456516,0.8836785548196252,282,5000,7,20260816,20260845
CNN,combined_nsr,30,r,0.8601907897540185,0.8434480401334591,0.8798187806410335,282,5000,7,20260816,20260846
CNN,barents,1,r,0.9807722511622228,0.9637441613894472,0.9965343693029056,282,5000,7,20260816,20260817
CNN,barents,2,r,0.969231375949692,0.9460565740346796,0.9933990039289916,282,5000,7,20260816,20260818
CNN,barents,3,r,0.9559038999558118,0.921538472864907,0.989321812062355,282,5000,7,20260816,20260819
CNN,barents,4,r,0.943719877917102,0.90269303331513,0.9859071495179172,282,5000,7,20260816,20260820
CNN,barents,5,r,0.932317573037652,0.8830859539609887,0.9819733244835426,282,5000,7,20260816,20260821
CNN,barents,6,r,0.9199626836270086,0.8639416783296155,0.9781226302733068,282,5000,7,20260816,20260822
CNN,barents,7,r,0.908581545180298,0.8451603007670674,0.9741398385088116,282,5000,7,20260816,20260823
CNN,barents,8,r,0.8987223964950551,0.829597017513186,0.9697640252842992,282,5000,7,20260816,20260824
CNN,barents,9,r,0.8888359585969682,0.8162135117842136,0.9664948090836722,282,5000,7,20260816,20260825
CNN,barents,10,r,0.8799748229556255,0.8040285837597956,0.9620227711490827,282,5000,7,20260816,20260826
CNN,barents,11,r,0.8709820320628344,0.7895362210914475,0.95791895406117,282,5000,7,20260816,20260827
CNN,barents,12,r,0.8614056053654221,0.7761648205737607,0.9514362184474604,282,5000,7,20260816,20260828
CNN,barents,13,r,0.8521649085829972,0.7634086780843398,0.9475748595148216,282,5000,7,20260816,20260829
CNN,barents,14,r,0.8428717850783054,0.750661468893391,0.944829723939882,282,5000,7,20260816,20260830
CNN,barents,15,r,0.8327158541392822,0.73726522181101,0.9401514405354052,282,5000,7,20260816,20260831
CNN,barents,16,r,0.823596391147744,0.7257381941339002,0.935350079029572,282,5000,7,20260816,20260832
CNN,barents,17,r,0.8140660196891075,0.7100673916817266,0.9327799796445896,282,5000,7,20260816,20260833
CNN,barents,18,r,0.8061372678185987,0.6986302168482573,0.9287265736530494,282,5000,7,20260816,20260834
CNN,barents,19,r,0.798141455437995,0.6883303835452994,0.923301803170473,282,5000,7,20260816,20260835
CNN,barents,20,r,0.7898115286744397,0.6767447604575089,0.920520905957019,282,5000,7,20260816,20260836
CNN,barents,21,r,0.7802455499947677,0.6609928329975855,0.916073663672442,282,5000,7,20260816,20260837
CNN,barents,22,r,0.7739506659206767,0.6535976693714274,0.9156108382593025,282,5000,7,20260816,20260838
CNN,barents,23,r,0.7668029978445576,0.6473210209039753,0.9120817676434804,282,5000,7,20260816,20260839
CNN,barents,24,r,0.7590245630077193,0.6341087797646853,0.910146772365188,282,5000,7,20260816,20260840
CNN,barents,25,r,0.7524017558173317,0.6229712779142743,0.9083123479021704,282,5000,7,20260816,20260841
CNN,barents,26,r,0.7478084461144295,0.6183846545150781,0.9057281251700072,282,5000,7,20260816,20260842
CNN,barents,27,r,0.7423699530067392,0.6080681269804751,0.9019382361943326,282,5000,7,20260816,20260843
CNN,barents,28,r,0.7350598948819583,0.5957358011665012,0.9010182403953444,282,5000,7,20260816,20260844
CNN,barents,29,r,0.7286462066876557,0.5875156008774052,0.8974699415662534,282,5000,7,20260816,20260845
CNN,barents,30,r,0.7225046933609315,0.5815223915211947,0.8966884493052261,282,5000,7,20260816,20260846
CNN,kara,1,r,0.992780251877512,0.990968180036812,0.995492171223594,282,5000,7,20260816,20260817
CNN,kara,2,r,0.9859406133639784,0.982174819910717,0.9914088654162676,282,5000,7,20260816,20260818
CNN,kara,3,r,0.9785771697968736,0.9727515884704055,0.9868841528474686,282,5000,7,20260816,20260819
CNN,kara,4,r,0.9708732012824298,0.9628049130370874,0.9821822158696482,282,5000,7,20260816,20260820
CNN,kara,5,r,0.9631727096380208,0.952342740076463,0.977707099999894,282,5000,7,20260816,20260821
CNN,kara,6,r,0.955161899135872,0.9414761282872705,0.9730622401321022,282,5000,7,20260816,20260822
CNN,kara,7,r,0.946322512455698,0.930486031090327,0.968419304395258,282,5000,7,20260816,20260823
CNN,kara,8,r,0.9373404136204588,0.919802816374271,0.9636973129066952,282,5000,7,20260816,20260824
CNN,kara,9,r,0.9283707974073254,0.9064335126250556,0.9591821377666714,282,5000,7,20260816,20260825
CNN,kara,10,r,0.9196925258383783,0.8921887123679451,0.9544756314784824,282,5000,7,20260816,20260826
CNN,kara,11,r,0.9112772669881022,0.8785594658943914,0.9507346949719908,282,5000,7,20260816,20260827
CNN,kara,12,r,0.9041949241112632,0.86176240989044,0.9456688368939292,282,5000,7,20260816,20260828
CNN,kara,13,r,0.8973405150855797,0.8480918686877716,0.9425851979434356,282,5000,7,20260816,20260829
CNN,kara,14,r,0.889616863839227,0.8322051144399436,0.9395881436187308,282,5000,7,20260816,20260830
CNN,kara,15,r,0.8819176015659416,0.8184838500112324,0.9359666959423104,282,5000,7,20260816,20260831
CNN,kara,16,r,0.8743900630574639,0.8080278533742996,0.9317757156416288,282,5000,7,20260816,20260832
CNN,kara,17,r,0.8671657998804391,0.7930000182279231,0.9295391526936492,282,5000,7,20260816,20260833
CNN,kara,18,r,0.8604426170876772,0.7827363363431991,0.9257188335171844,282,5000,7,20260816,20260834
CNN,kara,19,r,0.8538744025174452,0.7700441402022182,0.9220357499106816,282,5000,7,20260816,20260835
CNN,kara,20,r,0.8471866820539988,0.7618366358963992,0.9199387765847898,282,5000,7,20260816,20260836
CNN,kara,21,r,0.8407866599672218,0.7500244854741647,0.9160410337487463,282,5000,7,20260816,20260837
CNN,kara,22,r,0.8344965219442955,0.7430404465921213,0.9153224011779422,282,5000,7,20260816,20260838
CNN,kara,23,r,0.8282370523188067,0.7354349954363181,0.913448108239672,282,5000,7,20260816,20260839
CNN,kara,24,r,0.8219924096719415,0.7321002114937506,0.9130834014806546,282,5000,7,20260816,20260840
CNN,kara,25,r,0.8161575993615775,0.7256346586045971,0.9133830925720086,282,5000,7,20260816,20260841
CNN,kara,26,r,0.8108201513586458,0.7242374080331223,0.91162095012619,282,5000,7,20260816,20260842
CNN,kara,27,r,0.805589690273653,0.7215793213080128,0.9096221370649912,282,5000,7,20260816,20260843
CNN,kara,28,r,0.8005391497315597,0.7166331986256276,0.9087234554191612,282,5000,7,20260816,20260844
CNN,kara,29,r,0.795872548695076,0.7104471148949599,0.9054859488446528,282,5000,7,20260816,20260845
CNN,kara,30,r,0.7909959758494737,0.7077326026897794,0.9037535656000708,282,5000,7,20260816,20260846
CNN,laptev,1,r,0.996028098789862,0.9947255375083404,0.9972968310705972,282,5000,7,20260816,20260817
CNN,laptev,2,r,0.9916324994339866,0.989372298845092,0.9943382459466188,282,5000,7,20260816,20260818
CNN,laptev,3,r,0.9873019603344187,0.984265622218083,0.991261839788232,282,5000,7,20260816,20260819
CNN,laptev,4,r,0.9829436733281984,0.978782310087407,0.9882410829577754,282,5000,7,20260816,20260820
CNN,laptev,5,r,0.9785144311656616,0.973396370492946,0.985286391070219,282,5000,7,20260816,20260821
CNN,laptev,6,r,0.9741195658052504,0.9680068782173956,0.9826565556281932,282,5000,7,20260816,20260822
CNN,laptev,7,r,0.9697188273300472,0.962574634972244,0.9792370594830312,282,5000,7,20260816,20260823
CNN,laptev,8,r,0.9653209604252035,0.9578660592021144,0.9761129208366104,282,5000,7,20260816,20260824
CNN,laptev,9,r,0.9613742213786234,0.952919152773519,0.9725367386174408,282,5000,7,20260816,20260825
CNN,laptev,10,r,0.9574242877810484,0.9473813896124058,0.969953034696815,282,5000,7,20260816,20260826
CNN,laptev,11,r,0.9535952507008896,0.9420411042789224,0.9661899838136472,282,5000,7,20260816,20260827
CNN,laptev,12,r,0.94963325171308,0.93665421385393,0.96328108727025,282,5000,7,20260816,20260828
CNN,laptev,13,r,0.946166270186786,0.9313132330662612,0.9600470825349778,282,5000,7,20260816,20260829
CNN,laptev,14,r,0.9424529513378536,0.9264136635775488,0.957309815334892,282,5000,7,20260816,20260830
CNN,laptev,15,r,0.9385266636631208,0.9204924558948996,0.9542106776344096,282,5000,7,20260816,20260831
CNN,laptev,16,r,0.934360571705064,0.9152852038916128,0.951070457764958,282,5000,7,20260816,20260832
CNN,laptev,17,r,0.9300242404037108,0.9098605631312616,0.9475491925252902,282,5000,7,20260816,20260833
CNN,laptev,18,r,0.9255542568221358,0.903367693486407,0.9437008526315106,282,5000,7,20260816,20260834
CNN,laptev,19,r,0.9206566606481617,0.8978679540520029,0.9406890538292504,282,5000,7,20260816,20260835
CNN,laptev,20,r,0.9152567204130015,0.8922877429834014,0.93665697405143,282,5000,7,20260816,20260836
CNN,laptev,21,r,0.9097244071304972,0.8856584732345777,0.932697486250356,282,5000,7,20260816,20260837
CNN,laptev,22,r,0.904032034965078,0.8798508058240729,0.928737510492062,282,5000,7,20260816,20260838
CNN,laptev,23,r,0.8978074743576859,0.8733936445334783,0.9249457227004954,282,5000,7,20260816,20260839
CNN,laptev,24,r,0.8915663062102349,0.867999231613363,0.921088541191772,282,5000,7,20260816,20260840
CNN,laptev,25,r,0.8855585053153734,0.8614810995445478,0.9172561277943077,282,5000,7,20260816,20260841
CNN,laptev,26,r,0.8792634897356584,0.8541301932597211,0.9118144978986588,282,5000,7,20260816,20260842
CNN,laptev,27,r,0.8732282192379387,0.8469547372404436,0.9074303667423904,282,5000,7,20260816,20260843
CNN,laptev,28,r,0.8666956894477685,0.8396544877460017,0.9028885457435476,282,5000,7,20260816,20260844
CNN,laptev,29,r,0.8596256422960438,0.831383531751315,0.8980353704859837,282,5000,7,20260816,20260845
CNN,laptev,30,r,0.8510944107324714,0.824348987879005,0.8922342776088341,282,5000,7,20260816,20260846
CNN,east_siberian,1,r,0.9917478533698086,0.9886738928229452,0.995437581916962,282,5000,7,20260816,20260817
CNN,east_siberian,2,r,0.98237545700135,0.975108448336011,0.9903659102355552,282,5000,7,20260816,20260818
CNN,east_siberian,3,r,0.9735822281265952,0.9624038586217474,0.9856030253520626,282,5000,7,20260816,20260819
CNN,east_siberian,4,r,0.9652953406488166,0.9498382698770308,0.9814066858056536,282,5000,7,20260816,20260820
CNN,east_siberian,5,r,0.9578317471708192,0.938285461284662,0.9776340042668672,282,5000,7,20260816,20260821
CNN,east_siberian,6,r,0.9510301359849164,0.9280287102375496,0.9743933153172782,282,5000,7,20260816,20260822
CNN,east_siberian,7,r,0.9448109634490092,0.9186069293311184,0.969688917810656,282,5000,7,20260816,20260823
CNN,east_siberian,8,r,0.9389943672600826,0.9106486935986638,0.965906460606235,282,5000,7,20260816,20260824
CNN,east_siberian,9,r,0.9334748159971118,0.9033321857546798,0.961946285044648,282,5000,7,20260816,20260825
CNN,east_siberian,10,r,0.9279902134369672,0.8959499690191837,0.9593123396866848,282,5000,7,20260816,20260826
CNN,east_siberian,11,r,0.9230456510985984,0.8890901981506795,0.9553618378253008,282,5000,7,20260816,20260827
CNN,east_siberian,12,r,0.9180455654557405,0.8821343376502041,0.952682575309953,282,5000,7,20260816,20260828
CNN,east_siberian,13,r,0.9138935261330378,0.8762836350755452,0.9478925766040184,282,5000,7,20260816,20260829
CNN,east_siberian,14,r,0.9100331437397764,0.8702613740715861,0.946210996009573,282,5000,7,20260816,20260830
CNN,east_siberian,15,r,0.905647982614096,0.8624452678886095,0.9440427681003848,282,5000,7,20260816,20260831
CNN,east_siberian,16,r,0.9014850024384684,0.8588722005065133,0.940913786383296,282,5000,7,20260816,20260832
CNN,east_siberian,17,r,0.8973354221632116,0.849971262009862,0.938599371886506,282,5000,7,20260816,20260833
CNN,east_siberian,18,r,0.8929895464032498,0.845048323740581,0.9358936554211288,282,5000,7,20260816,20260834
CNN,east_siberian,19,r,0.8884558736446421,0.8404399743675628,0.933783397136826,282,5000,7,20260816,20260835
CNN,east_siberian,20,r,0.8836779128942478,0.8339609781419526,0.9310877040197476,282,5000,7,20260816,20260836
CNN,east_siberian,21,r,0.878753852642358,0.8290917524725288,0.9289813767500332,282,5000,7,20260816,20260837
CNN,east_siberian,22,r,0.8736562609560528,0.821160765194593,0.9256459619188148,282,5000,7,20260816,20260838
CNN,east_siberian,23,r,0.8686070957126137,0.8149996945184964,0.92483263015712,282,5000,7,20260816,20260839
CNN,east_siberian,24,r,0.8632100773466044,0.8092339815007474,0.9210803895754228,282,5000,7,20260816,20260840
CNN,east_siberian,25,r,0.8575655790431955,0.8015900420460187,0.91765000721437,282,5000,7,20260816,20260841
CNN,east_siberian,26,r,0.8517358356866573,0.7952548540090867,0.914160395662642,282,5000,7,20260816,20260842
CNN,east_siberian,27,r,0.8463239978078765,0.7912659641848558,0.9112458546936368,282,5000,7,20260816,20260843
CNN,east_siberian,28,r,0.8403518338568554,0.784529722274767,0.9066308291174066,282,5000,7,20260816,20260844
CNN,east_siberian,29,r,0.8333205857393787,0.7771418877849731,0.9013599874178266,282,5000,7,20260816,20260845
CNN,east_siberian,30,r,0.8251443383817112,0.7697618186023668,0.8987995890661377,282,5000,7,20260816,20260846
CNN,chukchi,1,r,0.9904956120272248,0.986080228673787,0.9939749231090802,282,5000,7,20260816,20260817
CNN,chukchi,2,r,0.9787704950943013,0.9682641429926366,0.9874417893899906,282,5000,7,20260816,20260818
CNN,chukchi,3,r,0.9696592072865144,0.9553576135389328,0.9820652499755288,282,5000,7,20260816,20260819
CNN,chukchi,4,r,0.9612702363706404,0.9434962508028608,0.976016107344647,282,5000,7,20260816,20260820
CNN,chukchi,5,r,0.9536237027500344,0.934946313907695,0.9706725931899628,282,5000,7,20260816,20260821
CNN,chukchi,6,r,0.9463775058913084,0.927192909214317,0.9652848848407178,282,5000,7,20260816,20260822
CNN,chukchi,7,r,0.938129059015729,0.9170053819768356,0.9595885613711854,282,5000,7,20260816,20260823
CNN,chukchi,8,r,0.928851172246963,0.9055068744449722,0.9527953955094776,282,5000,7,20260816,20260824
CNN,chukchi,9,r,0.9204437975453506,0.893890718225383,0.9462354431539516,282,5000,7,20260816,20260825
CNN,chukchi,10,r,0.9123560692483826,0.8831102406745829,0.940089202161396,282,5000,7,20260816,20260826
CNN,chukchi,11,r,0.90416734518755,0.871478126205313,0.9326752868039996,282,5000,7,20260816,20260827
CNN,chukchi,12,r,0.89465757189851,0.8545933004392593,0.9261864986864388,282,5000,7,20260816,20260828
CNN,chukchi,13,r,0.887972563402879,0.8441059459016856,0.9217955745966564,282,5000,7,20260816,20260829
CNN,chukchi,14,r,0.8817824878488406,0.8336068152740208,0.9178791947286996,282,5000,7,20260816,20260830
CNN,chukchi,15,r,0.8747295738060473,0.8223980865943319,0.9123878208506652,282,5000,7,20260816,20260831
CNN,chukchi,16,r,0.8677395950442598,0.8101907885066071,0.9081870368814504,282,5000,7,20260816,20260832
CNN,chukchi,17,r,0.8617301001786727,0.799506189035074,0.905134883835534,282,5000,7,20260816,20260833
CNN,chukchi,18,r,0.8559560214513199,0.7895689091903504,0.9021627324547512,282,5000,7,20260816,20260834
CNN,chukchi,19,r,0.8498241194545361,0.7762568087922218,0.8994475475346217,282,5000,7,20260816,20260835
CNN,chukchi,20,r,0.8434308617591832,0.7663714807934718,0.8961292503696449,282,5000,7,20260816,20260836
CNN,chukchi,21,r,0.8382968360118153,0.7602145956802862,0.8929912906022738,282,5000,7,20260816,20260837
CNN,chukchi,22,r,0.8329896956850541,0.7531847884700443,0.8894920715907001,282,5000,7,20260816,20260838
CNN,chukchi,23,r,0.8284272447496657,0.7450371804433121,0.8863243921439687,282,5000,7,20260816,20260839
CNN,chukchi,24,r,0.8246183319493068,0.7382695080525047,0.881438183013124,282,5000,7,20260816,20260840
CNN,chukchi,25,r,0.8203481367329951,0.7338294099743387,0.8778069836684491,282,5000,7,20260816,20260841
CNN,chukchi,26,r,0.8159170981985233,0.7267376014154191,0.8739977776214268,282,5000,7,20260816,20260842
CNN,chukchi,27,r,0.8115929994633188,0.7195754442207392,0.8690157535568006,282,5000,7,20260816,20260843
CNN,chukchi,28,r,0.8072249146858866,0.7113432680345698,0.8661789168447478,282,5000,7,20260816,20260844
CNN,chukchi,29,r,0.8033371362717753,0.7094010565633424,0.8638198533847806,282,5000,7,20260816,20260845
CNN,chukchi,30,r,0.7990203654787691,0.7022447028681867,0.8605779475652712,282,5000,7,20260816,20260846
U-Net,pan_arctic,1,rmse,0.0259006702442719,0.0235063507612985,0.0275971615675924,282,5000,7,20260816,20260817
U-Net,pan_arctic,2,rmse,0.0375636225541506,0.034505063753458,0.039424112406165,282,5000,7,20260816,20260818
U-Net,pan_arctic,3,rmse,0.045725888356673,0.0422302664300981,0.0477871747007621,282,5000,7,20260816,20260819
U-Net,pan_arctic,4,rmse,0.0521153320595341,0.0482883762893655,0.0542694134922406,282,5000,7,20260816,20260820
U-Net,pan_arctic,5,rmse,0.0574627291019894,0.0534605665617089,0.0599085753840966,282,5000,7,20260816,20260821
U-Net,pan_arctic,6,rmse,0.0621997539985518,0.0578068951524724,0.0649200299514442,282,5000,7,20260816,20260822
U-Net,pan_arctic,7,rmse,0.0664621888873405,0.0617705092603682,0.0692006538112262,282,5000,7,20260816,20260823
U-Net,pan_arctic,8,rmse,0.0701883736487312,0.0652598484823502,0.0730103017744802,282,5000,7,20260816,20260824
U-Net,pan_arctic,9,rmse,0.0735466162620817,0.0681518513700211,0.0765814517025939,282,5000,7,20260816,20260825
U-Net,pan_arctic,10,rmse,0.0766557074396412,0.0708892037180937,0.0800227460790167,282,5000,7,20260816,20260826
U-Net,pan_arctic,11,rmse,0.0795782794859416,0.0735213716174921,0.0832455301490278,282,5000,7,20260816,20260827
U-Net,pan_arctic,12,rmse,0.0821721607884529,0.0757943696184331,0.0866008896879042,282,5000,7,20260816,20260828
U-Net,pan_arctic,13,rmse,0.0848432634825504,0.0780595640251258,0.0896787306392467,282,5000,7,20260816,20260829
U-Net,pan_arctic,14,rmse,0.0872838533809756,0.0801330165690327,0.0930039928900594,282,5000,7,20260816,20260830
U-Net,pan_arctic,15,rmse,0.0897597691850021,0.0821531149194068,0.0962534368273742,282,5000,7,20260816,20260831
U-Net,pan_arctic,16,rmse,0.0922045941460981,0.0842463348980196,0.0989075676969144,282,5000,7,20260816,20260832
U-Net,pan_arctic,17,rmse,0.0946501407275525,0.0862745477930471,0.102079325973755,282,5000,7,20260816,20260833
U-Net,pan_arctic,18,rmse,0.0970899922709129,0.0883385925926494,0.1050811711536173,282,5000,7,20260816,20260834
U-Net,pan_arctic,19,rmse,0.0994341608545877,0.0902406966167518,0.107650422567963,282,5000,7,20260816,20260835
U-Net,pan_arctic,20,rmse,0.1018325854503205,0.091875851075367,0.1103948913474454,282,5000,7,20260816,20260836
U-Net,pan_arctic,21,rmse,0.1039932718099284,0.0936003975398916,0.1131893549064428,282,5000,7,20260816,20260837
U-Net,pan_arctic,22,rmse,0.1062491993905672,0.0955630761875395,0.1158847270697606,282,5000,7,20260816,20260838
U-Net,pan_arctic,23,rmse,0.1083672487304841,0.0969405809474243,0.1184650622688319,282,5000,7,20260816,20260839
U-Net,pan_arctic,24,rmse,0.1104663645688881,0.0983643413570348,0.1204890410960456,282,5000,7,20260816,20260840
U-Net,pan_arctic,25,rmse,0.1125531927798685,0.1002449296499842,0.1231558228754204,282,5000,7,20260816,20260841
U-Net,pan_arctic,26,rmse,0.1145455018814533,0.1017453405010598,0.1253543699095007,282,5000,7,20260816,20260842
U-Net,pan_arctic,27,rmse,0.1164519129427826,0.1033001137461509,0.1271858183548779,282,5000,7,20260816,20260843
U-Net,pan_arctic,28,rmse,0.1184899419537698,0.1045825491655767,0.1294032750662485,282,5000,7,20260816,20260844
U-Net,pan_arctic,29,rmse,0.1204923568508213,0.1062197458737052,0.1321588616349151,282,5000,7,20260816,20260845
U-Net,pan_arctic,30,rmse,0.1224109899922569,0.1080220639739345,0.1339995894495771,282,5000,7,20260816,20260846
U-Net,combined_nsr,1,rmse,0.0234266082979068,0.0203382646504198,0.0255599778052369,282,5000,7,20260816,20260817
U-Net,combined_nsr,2,rmse,0.0353976791374151,0.0309853993424603,0.0381659562660159,282,5000,7,20260816,20260818
U-Net,combined_nsr,3,rmse,0.0441510016103738,0.0389614581055134,0.0474467998961617,282,5000,7,20260816,20260819
U-Net,combined_nsr,4,rmse,0.0513110133556493,0.0453428241532364,0.0548231742592985,282,5000,7,20260816,20260820
U-Net,combined_nsr,5,rmse,0.0574790227148703,0.0508452126349169,0.0614150425793636,282,5000,7,20260816,20260821
U-Net,combined_nsr,6,rmse,0.0629998288799641,0.0558273930655311,0.0671146863705877,282,5000,7,20260816,20260822
U-Net,combined_nsr,7,rmse,0.0679277283856671,0.0601684753388596,0.0718755817550039,282,5000,7,20260816,20260823
U-Net,combined_nsr,8,rmse,0.072352122213187,0.0643595083870629,0.0762188396896351,282,5000,7,20260816,20260824
U-Net,combined_nsr,9,rmse,0.0762482806061777,0.067684776542041,0.0799960963869997,282,5000,7,20260816,20260825
U-Net,combined_nsr,10,rmse,0.079962844298586,0.0709311429423812,0.0838219690316774,282,5000,7,20260816,20260826
U-Net,combined_nsr,11,rmse,0.0831567613388042,0.0739851319546553,0.0871907387694598,282,5000,7,20260816,20260827
U-Net,combined_nsr,12,rmse,0.0862679868320137,0.0765567748992702,0.091072202508787,282,5000,7,20260816,20260828
U-Net,combined_nsr,13,rmse,0.0892219658415344,0.079129488291409,0.0945201397816566,282,5000,7,20260816,20260829
U-Net,combined_nsr,14,rmse,0.0919608097274521,0.0816407716336606,0.0983069326631791,282,5000,7,20260816,20260830
U-Net,combined_nsr,15,rmse,0.0948001088402222,0.083886197800581,0.101772584849544,282,5000,7,20260816,20260831
U-Net,combined_nsr,16,rmse,0.0974913946646804,0.0860749050121435,0.1048461454642252,282,5000,7,20260816,20260832
U-Net,combined_nsr,17,rmse,0.1001562311062099,0.0884132677952809,0.1078792586144095,282,5000,7,20260816,20260833
U-Net,combined_nsr,18,rmse,0.1030434883225682,0.0906594136754576,0.1115478924235995,282,5000,7,20260816,20260834
U-Net,combined_nsr,19,rmse,0.1056776315811459,0.0925884312964642,0.1142847369687958,282,5000,7,20260816,20260835
U-Net,combined_nsr,20,rmse,0.1083842311152889,0.0944225575726392,0.1176973482335679,282,5000,7,20260816,20260836
U-Net,combined_nsr,21,rmse,0.1108459335499674,0.0962412384307394,0.1207846414138949,282,5000,7,20260816,20260837
U-Net,combined_nsr,22,rmse,0.1133304920208529,0.0982831961444548,0.1236668027469833,282,5000,7,20260816,20260838
U-Net,combined_nsr,23,rmse,0.1157946406691731,0.1002815706156554,0.1267646426918891,282,5000,7,20260816,20260839
U-Net,combined_nsr,24,rmse,0.118076874716102,0.1016274045520966,0.1286776093745315,282,5000,7,20260816,20260840
U-Net,combined_nsr,25,rmse,0.1204959111019535,0.1038590865049223,0.1318452505784202,282,5000,7,20260816,20260841
U-Net,combined_nsr,26,rmse,0.1226306404226696,0.1051447052963363,0.1337836677689782,282,5000,7,20260816,20260842
U-Net,combined_nsr,27,rmse,0.124957221283113,0.1071781601261804,0.136751093235653,282,5000,7,20260816,20260843
U-Net,combined_nsr,28,rmse,0.127460959575527,0.1089848152110326,0.1392202421745176,282,5000,7,20260816,20260844
U-Net,combined_nsr,29,rmse,0.1297481571073751,0.110830551819858,0.1428310662477039,282,5000,7,20260816,20260845
U-Net,combined_nsr,30,rmse,0.1322074485576211,0.1129076213099632,0.1450851816329509,282,5000,7,20260816,20260846
U-Net,barents,1,rmse,0.0111561764775484,0.0074870777822447,0.0137549718432445,282,5000,7,20260816,20260817
U-Net,barents,2,rmse,0.016574413897345,0.0111172334760251,0.020768827162765,282,5000,7,20260816,20260818
U-Net,barents,3,rmse,0.0208948259171581,0.0142662842690813,0.0263848245401295,282,5000,7,20260816,20260819
U-Net,barents,4,rmse,0.0246905996773933,0.0167600835526553,0.0314492431564195,282,5000,7,20260816,20260820
U-Net,barents,5,rmse,0.0279077169547286,0.0185547645296022,0.0358190573595427,282,5000,7,20260816,20260821
U-Net,barents,6,rmse,0.0306327293987484,0.0205254349523913,0.0392541161420464,282,5000,7,20260816,20260822
U-Net,barents,7,rmse,0.0330008882079621,0.0217044064900776,0.042636474423057,282,5000,7,20260816,20260823
U-Net,barents,8,rmse,0.0348290119246514,0.0228626325754313,0.0451472211785864,282,5000,7,20260816,20260824
U-Net,barents,9,rmse,0.0362918105407385,0.0239736227963124,0.0478361181493167,282,5000,7,20260816,20260825
U-Net,barents,10,rmse,0.0373628901848851,0.0239029553770666,0.0502424321228084,282,5000,7,20260816,20260826
U-Net,barents,11,rmse,0.0383758468169192,0.0243294371022862,0.051896404008042,282,5000,7,20260816,20260827
