model,analysis_family,category,lead_day,rmse_mean,n_initializations
CNN,initial_gradient,extreme,1,0.04556345314153191,282
CNN,initial_gradient,extreme,2,0.06522297352244401,282
CNN,initial_gradient,extreme,3,0.08005389735497989,282
CNN,initial_gradient,extreme,4,0.09216207566752367,282
CNN,initial_gradient,extreme,5,0.10232000970313948,282
CNN,initial_gradient,extreme,6,0.1110350009776687,282
CNN,initial_gradient,extreme,7,0.11861070960050837,282
CNN,initial_gradient,extreme,8,0.1253269110749348,282
CNN,initial_gradient,extreme,9,0.13116768904803797,282
CNN,initial_gradient,extreme,10,0.136280075712307,282
CNN,initial_gradient,extreme,11,0.14072674675418648,282
CNN,initial_gradient,extreme,12,0.1445498391658545,282
CNN,initial_gradient,extreme,13,0.14805107265681658,282
CNN,initial_gradient,extreme,14,0.15135386042538718,282
CNN,initial_gradient,extreme,15,0.1545693392833534,282
CNN,initial_gradient,extreme,16,0.1575950152712782,282
CNN,initial_gradient,extreme,17,0.16041105149221938,282
CNN,initial_gradient,extreme,18,0.16302531984066634,282
CNN,initial_gradient,extreme,19,0.16549827464906433,282
CNN,initial_gradient,extreme,20,0.16788445477372804,282
CNN,initial_gradient,extreme,21,0.17000573286187642,282
CNN,initial_gradient,extreme,22,0.17218786223365593,282
CNN,initial_gradient,extreme,23,0.17417320915186446,282
CNN,initial_gradient,extreme,24,0.17596272219946701,282
CNN,initial_gradient,extreme,25,0.17767716630524666,282
CNN,initial_gradient,extreme,26,0.179288248032732,282
CNN,initial_gradient,extreme,27,0.18066393839281522,282
CNN,initial_gradient,extreme,28,0.18181800168885795,282
CNN,initial_gradient,extreme,29,0.1828498841219711,282
CNN,initial_gradient,extreme,30,0.18392709256239648,282
CNN,initial_gradient,high,1,0.03442729549204719,282
CNN,initial_gradient,high,2,0.04980767485536899,282
CNN,initial_gradient,high,3,0.06067188669304768,282
CNN,initial_gradient,high,4,0.06926212957701121,282
CNN,initial_gradient,high,5,0.07649277089440404,282
CNN,initial_gradient,high,6,0.08304151220980653,282
CNN,initial_gradient,high,7,0.08891064560927218,282
CNN,initial_gradient,high,8,0.09443062371351622,282
CNN,initial_gradient,high,9,0.09966429016412386,282
CNN,initial_gradient,high,10,0.1043950622347025,282
CNN,initial_gradient,high,11,0.1086363475372256,282
CNN,initial_gradient,high,12,0.1123721639051766,282
CNN,initial_gradient,high,13,0.11591591741704128,282
CNN,initial_gradient,high,14,0.11925177380289219,282
CNN,initial_gradient,high,15,0.12245418501094102,282
CNN,initial_gradient,high,16,0.1255853369334659,282
CNN,initial_gradient,high,17,0.12856876382105792,282
CNN,initial_gradient,high,18,0.13137497888696453,282
CNN,initial_gradient,high,19,0.13413187997697645,282
CNN,initial_gradient,high,20,0.136840425708071,282
CNN,initial_gradient,high,21,0.13942866087263156,282
CNN,initial_gradient,high,22,0.14213130906078283,282
CNN,initial_gradient,high,23,0.14454546150752945,282
CNN,initial_gradient,high,24,0.1468654258628934,282
CNN,initial_gradient,high,25,0.14906262166118459,282
CNN,initial_gradient,high,26,0.151113398070908,282
CNN,initial_gradient,high,27,0.15301196258415722,282
CNN,initial_gradient,high,28,0.15472079609813622,282
CNN,initial_gradient,high,29,0.15645150924868914,282
CNN,initial_gradient,high,30,0.1581702482899563,282
CNN,initial_gradient,low,1,0.0055416726380614146,282
CNN,initial_gradient,low,2,0.007788680413124227,282
CNN,initial_gradient,low,3,0.009518259919442378,282
CNN,initial_gradient,low,4,0.011100353100148756,282
CNN,initial_gradient,low,5,0.012529412688956798,282
CNN,initial_gradient,low,6,0.013995518477899996,282
CNN,initial_gradient,low,7,0.015392565055058392,282
CNN,initial_gradient,low,8,0.01674134250286658,282
CNN,initial_gradient,low,9,0.01816863977236664,282
CNN,initial_gradient,low,10,0.01967770739436138,282
CNN,initial_gradient,low,11,0.021223002243978956,282
CNN,initial_gradient,low,12,0.02271665470122472,282
CNN,initial_gradient,low,13,0.024265764439083022,282
CNN,initial_gradient,low,14,0.025775839993946992,282
CNN,initial_gradient,low,15,0.027280398841131825,282
CNN,initial_gradient,low,16,0.02876666682548375,282
CNN,initial_gradient,low,17,0.030269909636057576,282
CNN,initial_gradient,low,18,0.03196352105239681,282
CNN,initial_gradient,low,19,0.03384685805507723,282
CNN,initial_gradient,low,20,0.035922938506051424,282
CNN,initial_gradient,low,21,0.03817323043848398,282
CNN,initial_gradient,low,22,0.04051128435503671,282
CNN,initial_gradient,low,23,0.04289280508091241,282
CNN,initial_gradient,low,24,0.045367180313241336,282
CNN,initial_gradient,low,25,0.04783086575173319,282
CNN,initial_gradient,low,26,0.05038280779700948,282
CNN,initial_gradient,low,27,0.05298264532662562,282
CNN,initial_gradient,low,28,0.05571863816711256,282
CNN,initial_gradient,low,29,0.058581063902896906,282
CNN,initial_gradient,low,30,0.06164032243391888,282
CNN,initial_gradient,moderate,1,0.020948290450490226,282
CNN,initial_gradient,moderate,2,0.030036869797455013,282
CNN,initial_gradient,moderate,3,0.036054487932917774,282
CNN,initial_gradient,moderate,4,0.04062033354961902,282
CNN,initial_gradient,moderate,5,0.04450403138008924,282
CNN,initial_gradient,moderate,6,0.048078094858822085,282
CNN,initial_gradient,moderate,7,0.051446098941702885,282
CNN,initial_gradient,moderate,8,0.05468197521014859,282
CNN,initial_gradient,moderate,9,0.05788484153491627,282
CNN,initial_gradient,moderate,10,0.06092791433595383,282
CNN,initial_gradient,moderate,11,0.06373079090013113,282
CNN,initial_gradient,moderate,12,0.06624628116281119,282
CNN,initial_gradient,moderate,13,0.06891725317456437,282
CNN,initial_gradient,moderate,14,0.07147621329919016,282
CNN,initial_gradient,moderate,15,0.07401086923590877,282
CNN,initial_gradient,moderate,16,0.0765169994750224,282
CNN,initial_gradient,moderate,17,0.07901484508298037,282
CNN,initial_gradient,moderate,18,0.08158515374869031,282
CNN,initial_gradient,moderate,19,0.08424434681297248,282
CNN,initial_gradient,moderate,20,0.08703405253973602,282
CNN,initial_gradient,moderate,21,0.08988215629925293,282
CNN,initial_gradient,moderate,22,0.0927930988838783,282
CNN,initial_gradient,moderate,23,0.09567653962541295,282
CNN,initial_gradient,moderate,24,0.09860994936017563,282
CNN,initial_gradient,moderate,25,0.10155165050846324,282
CNN,initial_gradient,moderate,26,0.10437679334051893,282
CNN,initial_gradient,moderate,27,0.10722861791748423,282
CNN,initial_gradient,moderate,28,0.11017942079282654,282
CNN,initial_gradient,moderate,29,0.11318029625910508,282
CNN,initial_gradient,moderate,30,0.11619603962250767,282
CNN,initial_sit_class,medium_ice,1,0.032983966118487834,282
CNN,initial_sit_class,medium_ice,2,0.049101352465230445,282
CNN,initial_sit_class,medium_ice,3,0.06064326107591714,282
CNN,initial_sit_class,medium_ice,4,0.06978502769242625,282
CNN,initial_sit_class,medium_ice,5,0.0774332590687959,282
CNN,initial_sit_class,medium_ice,6,0.08416455111574594,282
CNN,initial_sit_class,medium_ice,7,0.09015633882503578,282
CNN,initial_sit_class,medium_ice,8,0.09562075002932187,282
CNN,initial_sit_class,medium_ice,9,0.1006089210050013,282
CNN,initial_sit_class,medium_ice,10,0.10509276531291845,282
CNN,initial_sit_class,medium_ice,11,0.10897287469907964,282
CNN,initial_sit_class,medium_ice,12,0.11235887330165314,282
CNN,initial_sit_class,medium_ice,13,0.11558310527896055,282
CNN,initial_sit_class,medium_ice,14,0.11867700976044808,282
CNN,initial_sit_class,medium_ice,15,0.12174243057020792,282
CNN,initial_sit_class,medium_ice,16,0.12471759158107243,282
CNN,initial_sit_class,medium_ice,17,0.12752267311225532,282
CNN,initial_sit_class,medium_ice,18,0.13002191410148492,282
CNN,initial_sit_class,medium_ice,19,0.13240251815051268,282
CNN,initial_sit_class,medium_ice,20,0.134697688219393,282
CNN,initial_sit_class,medium_ice,21,0.13685044128947318,282
CNN,initial_sit_class,medium_ice,22,0.13911842249052822,282
CNN,initial_sit_class,medium_ice,23,0.14123005719234424,282
CNN,initial_sit_class,medium_ice,24,0.14322023547799806,282
CNN,initial_sit_class,medium_ice,25,0.1451202505042311,282
CNN,initial_sit_class,medium_ice,26,0.14686841127889988,282
CNN,initial_sit_class,medium_ice,27,0.14843889124877493,282
CNN,initial_sit_class,medium_ice,28,0.1498109307418648,282
CNN,initial_sit_class,medium_ice,29,0.1512165119426641,282
CNN,initial_sit_class,medium_ice,30,0.15264098467600354,282
CNN,initial_sit_class,open_water_no_ice,1,0.012183857945868383,282
CNN,initial_sit_class,open_water_no_ice,2,0.0165461393709785,282
CNN,initial_sit_class,open_water_no_ice,3,0.019336511281094943,282
CNN,initial_sit_class,open_water_no_ice,4,0.02153198430790376,282
CNN,initial_sit_class,open_water_no_ice,5,0.023426708363304953,282
CNN,initial_sit_class,open_water_no_ice,6,0.025069088343946052,282
CNN,initial_sit_class,open_water_no_ice,7,0.026831739295628987,282
CNN,initial_sit_class,open_water_no_ice,8,0.02863979028023658,282
CNN,initial_sit_class,open_water_no_ice,9,0.030318407111751856,282
CNN,initial_sit_class,open_water_no_ice,10,0.03205580858883607,282
CNN,initial_sit_class,open_water_no_ice,11,0.03379051391325562,282
CNN,initial_sit_class,open_water_no_ice,12,0.035600609728688296,282
CNN,initial_sit_class,open_water_no_ice,13,0.03717299907114463,282
CNN,initial_sit_class,open_water_no_ice,14,0.03878695215728386,282
CNN,initial_sit_class,open_water_no_ice,15,0.040348088302197625,282
CNN,initial_sit_class,open_water_no_ice,16,0.041940900879964035,282
CNN,initial_sit_class,open_water_no_ice,17,0.043488264830153535,282
CNN,initial_sit_class,open_water_no_ice,18,0.04512179647936458,282
CNN,initial_sit_class,open_water_no_ice,19,0.04694790015354208,282
CNN,initial_sit_class,open_water_no_ice,20,0.04885843887125096,282
CNN,initial_sit_class,open_water_no_ice,21,0.050919627338434054,282
CNN,initial_sit_class,open_water_no_ice,22,0.053041806586115396,282
CNN,initial_sit_class,open_water_no_ice,23,0.05520581850489817,282
CNN,initial_sit_class,open_water_no_ice,24,0.0574048163153814,282
CNN,initial_sit_class,open_water_no_ice,25,0.0595938155067776,282
CNN,initial_sit_class,open_water_no_ice,26,0.061862016621354286,282
CNN,initial_sit_class,open_water_no_ice,27,0.06412867938866351,282
CNN,initial_sit_class,open_water_no_ice,28,0.06649446261494772,282
CNN,initial_sit_class,open_water_no_ice,29,0.06897764084849307,282
CNN,initial_sit_class,open_water_no_ice,30,0.0716135311229556,282
CNN,initial_sit_class,thick_ice,1,0.031547104389133176,282
CNN,initial_sit_class,thick_ice,2,0.04438717465062368,282
CNN,initial_sit_class,thick_ice,3,0.05266375456341496,282
CNN,initial_sit_class,thick_ice,4,0.058898517584373734,282
CNN,initial_sit_class,thick_ice,5,0.06388233709087898,282
CNN,initial_sit_class,thick_ice,6,0.0680680225132588,282
CNN,initial_sit_class,thick_ice,7,0.07176313994538443,282
CNN,initial_sit_class,thick_ice,8,0.07528325498607477,282
CNN,initial_sit_class,thick_ice,9,0.07862901302319186,282
CNN,initial_sit_class,thick_ice,10,0.08169894591138563,282
CNN,initial_sit_class,thick_ice,11,0.0844748117942438,282
CNN,initial_sit_class,thick_ice,12,0.08712937811991033,282
CNN,initial_sit_class,thick_ice,13,0.08958281777283765,282
CNN,initial_sit_class,thick_ice,14,0.09187636058555552,282
CNN,initial_sit_class,thick_ice,15,0.09405426218302261,282
CNN,initial_sit_class,thick_ice,16,0.09619143405397144,282
CNN,initial_sit_class,thick_ice,17,0.09814099857814415,282
CNN,initial_sit_class,thick_ice,18,0.10003951242468628,282
CNN,initial_sit_class,thick_ice,19,0.10187336527522817,282
CNN,initial_sit_class,thick_ice,20,0.10371243362623518,282
CNN,initial_sit_class,thick_ice,21,0.10549914195066279,282
CNN,initial_sit_class,thick_ice,22,0.10732298568588754,282
CNN,initial_sit_class,thick_ice,23,0.10882744355208893,282
CNN,initial_sit_class,thick_ice,24,0.11024550446656317,282
CNN,initial_sit_class,thick_ice,25,0.11156232908159618,282
CNN,initial_sit_class,thick_ice,26,0.1126821535693121,282
CNN,initial_sit_class,thick_ice,27,0.11377026285586617,282
CNN,initial_sit_class,thick_ice,28,0.11484345173567637,282
CNN,initial_sit_class,thick_ice,29,0.1159716505489733,282
CNN,initial_sit_class,thick_ice,30,0.11692345394814044,282
CNN,initial_sit_class,thin_ice,1,0.04978707516803165,282
CNN,initial_sit_class,thin_ice,2,0.07091669836505746,282
CNN,initial_sit_class,thin_ice,3,0.08663908869438923,282
CNN,initial_sit_class,thin_ice,4,0.09906911707529259,282
CNN,initial_sit_class,thin_ice,5,0.10943842720919233,282
CNN,initial_sit_class,thin_ice,6,0.11857022351214196,282
CNN,initial_sit_class,thin_ice,7,0.12636196830949173,282
CNN,initial_sit_class,thin_ice,8,0.13314178190324696,282
CNN,initial_sit_class,thin_ice,9,0.13915439372516303,282
CNN,initial_sit_class,thin_ice,10,0.14423293154033212,282
CNN,initial_sit_class,thin_ice,11,0.1485612600013802,282
CNN,initial_sit_class,thin_ice,12,0.15200175395721277,282
CNN,initial_sit_class,thin_ice,13,0.15533900040378418,282
CNN,initial_sit_class,thin_ice,14,0.1583502514051448,282
CNN,initial_sit_class,thin_ice,15,0.1611881023951091,282
CNN,initial_sit_class,thin_ice,16,0.16388888766310858,282
CNN,initial_sit_class,thin_ice,17,0.1662977671331867,282
CNN,initial_sit_class,thin_ice,18,0.16864413317604823,282
CNN,initial_sit_class,thin_ice,19,0.17085743001612758,282
CNN,initial_sit_class,thin_ice,20,0.17318003196005774,282
CNN,initial_sit_class,thin_ice,21,0.17510026216908317,282
CNN,initial_sit_class,thin_ice,22,0.17710599336452154,282
CNN,initial_sit_class,thin_ice,23,0.17882806132376786,282
CNN,initial_sit_class,thin_ice,24,0.18047923506546573,282
CNN,initial_sit_class,thin_ice,25,0.1819601897299812,282
CNN,initial_sit_class,thin_ice,26,0.18325461646721533,282
CNN,initial_sit_class,thin_ice,27,0.18440602584185994,282
CNN,initial_sit_class,thin_ice,28,0.18536920591604927,282
CNN,initial_sit_class,thin_ice,29,0.18626481415176502,282
CNN,initial_sit_class,thin_ice,30,0.1872245277613221,282
CNN,initial_sit_x_wind,medium_thick_ice__high_upper_tail_wind,1,0.03223197693396386,282
CNN,initial_sit_x_wind,medium_thick_ice__high_upper_tail_wind,2,0.04803434191425793,282
CNN,initial_sit_x_wind,medium_thick_ice__high_upper_tail_wind,3,0.05869264586396189,282
CNN,initial_sit_x_wind,medium_thick_ice__high_upper_tail_wind,4,0.06730225383685143,282
CNN,initial_sit_x_wind,medium_thick_ice__high_upper_tail_wind,5,0.07433756875621007,282
CNN,initial_sit_x_wind,medium_thick_ice__high_upper_tail_wind,6,0.07990854515764421,282
CNN,initial_sit_x_wind,medium_thick_ice__high_upper_tail_wind,7,0.0848786185817281,282
CNN,initial_sit_x_wind,medium_thick_ice__high_upper_tail_wind,8,0.08948405412777866,282
CNN,initial_sit_x_wind,medium_thick_ice__high_upper_tail_wind,9,0.09376058747429235,282
CNN,initial_sit_x_wind,medium_thick_ice__high_upper_tail_wind,10,0.09819250289802137,282
CNN,initial_sit_x_wind,medium_thick_ice__high_upper_tail_wind,11,0.1022751101482722,282
CNN,initial_sit_x_wind,medium_thick_ice__high_upper_tail_wind,12,0.10508897737204362,282
CNN,initial_sit_x_wind,medium_thick_ice__high_upper_tail_wind,13,0.10788767655347398,282
CNN,initial_sit_x_wind,medium_thick_ice__high_upper_tail_wind,14,0.11091713991504082,282
CNN,initial_sit_x_wind,medium_thick_ice__high_upper_tail_wind,15,0.11376423940118667,282
CNN,initial_sit_x_wind,medium_thick_ice__high_upper_tail_wind,16,0.1167235530200102,282
CNN,initial_sit_x_wind,medium_thick_ice__high_upper_tail_wind,17,0.11851286499948073,282
CNN,initial_sit_x_wind,medium_thick_ice__high_upper_tail_wind,18,0.12070676665786048,282
CNN,initial_sit_x_wind,medium_thick_ice__high_upper_tail_wind,19,0.12291378250622927,282
CNN,initial_sit_x_wind,medium_thick_ice__high_upper_tail_wind,20,0.12445435463859665,282
CNN,initial_sit_x_wind,medium_thick_ice__high_upper_tail_wind,21,0.12644775841235517,282
CNN,initial_sit_x_wind,medium_thick_ice__high_upper_tail_wind,22,0.12870203183512846,282
CNN,initial_sit_x_wind,medium_thick_ice__high_upper_tail_wind,23,0.13124373868588107,282
CNN,initial_sit_x_wind,medium_thick_ice__high_upper_tail_wind,24,0.13355673906693025,282
CNN,initial_sit_x_wind,medium_thick_ice__high_upper_tail_wind,25,0.1357155611195345,282
CNN,initial_sit_x_wind,medium_thick_ice__high_upper_tail_wind,26,0.13768727707817763,282
CNN,initial_sit_x_wind,medium_thick_ice__high_upper_tail_wind,27,0.13931771049083486,282
CNN,initial_sit_x_wind,medium_thick_ice__high_upper_tail_wind,28,0.14081879580524798,282
CNN,initial_sit_x_wind,medium_thick_ice__high_upper_tail_wind,29,0.14237319466489237,282
CNN,initial_sit_x_wind,medium_thick_ice__high_upper_tail_wind,30,0.14364992178667085,282
CNN,initial_sit_x_wind,medium_thick_ice__lower_middle_wind,1,0.03261037735728698,282
CNN,initial_sit_x_wind,medium_thick_ice__lower_middle_wind,2,0.047504882506340315,282
CNN,initial_sit_x_wind,medium_thick_ice__lower_middle_wind,3,0.05816366171875198,282
CNN,initial_sit_x_wind,medium_thick_ice__lower_middle_wind,4,0.06647272610312033,282
CNN,initial_sit_x_wind,medium_thick_ice__lower_middle_wind,5,0.07339676778296075,282
CNN,initial_sit_x_wind,medium_thick_ice__lower_middle_wind,6,0.07970872110686461,282
CNN,initial_sit_x_wind,medium_thick_ice__lower_middle_wind,7,0.08534028135221543,282
CNN,initial_sit_x_wind,medium_thick_ice__lower_middle_wind,8,0.09042677335254515,282
CNN,initial_sit_x_wind,medium_thick_ice__lower_middle_wind,9,0.09496425523482473,282
CNN,initial_sit_x_wind,medium_thick_ice__lower_middle_wind,10,0.0989018100020829,282
CNN,initial_sit_x_wind,medium_thick_ice__lower_middle_wind,11,0.10243766016402961,282
CNN,initial_sit_x_wind,medium_thick_ice__lower_middle_wind,12,0.10580977142330428,282
CNN,initial_sit_x_wind,medium_thick_ice__lower_middle_wind,13,0.10891053361164234,282
CNN,initial_sit_x_wind,medium_thick_ice__lower_middle_wind,14,0.1117925054733947,282
CNN,initial_sit_x_wind,medium_thick_ice__lower_middle_wind,15,0.11463607927662693,282
CNN,initial_sit_x_wind,medium_thick_ice__lower_middle_wind,16,0.11738603560721614,282
CNN,initial_sit_x_wind,medium_thick_ice__lower_middle_wind,17,0.12034521105006823,282
CNN,initial_sit_x_wind,medium_thick_ice__lower_middle_wind,18,0.12289173972701778,282
CNN,initial_sit_x_wind,medium_thick_ice__lower_middle_wind,19,0.12526379157634096,282
CNN,initial_sit_x_wind,medium_thick_ice__lower_middle_wind,20,0.12777858617880597,282
CNN,initial_sit_x_wind,medium_thick_ice__lower_middle_wind,21,0.13007114368424508,282
CNN,initial_sit_x_wind,medium_thick_ice__lower_middle_wind,22,0.13236064598414193,282
CNN,initial_sit_x_wind,medium_thick_ice__lower_middle_wind,23,0.13424201367781313,282
CNN,initial_sit_x_wind,medium_thick_ice__lower_middle_wind,24,0.13597945927995422,282
CNN,initial_sit_x_wind,medium_thick_ice__lower_middle_wind,25,0.13770560038301363,282
CNN,initial_sit_x_wind,medium_thick_ice__lower_middle_wind,26,0.13923179165253732,282
CNN,initial_sit_x_wind,medium_thick_ice__lower_middle_wind,27,0.14072612045041696,282
CNN,initial_sit_x_wind,medium_thick_ice__lower_middle_wind,28,0.14206332521757073,282
CNN,initial_sit_x_wind,medium_thick_ice__lower_middle_wind,29,0.14331964843068856,282
CNN,initial_sit_x_wind,medium_thick_ice__lower_middle_wind,30,0.14467007179411004,282
CNN,initial_sit_x_wind,thin_ice__high_upper_tail_wind,1,0.05169342096154108,282
CNN,initial_sit_x_wind,thin_ice__high_upper_tail_wind,2,0.07553074029905364,282
CNN,initial_sit_x_wind,thin_ice__high_upper_tail_wind,3,0.09188902510809528,282
CNN,initial_sit_x_wind,thin_ice__high_upper_tail_wind,4,0.1050656085158917,282
CNN,initial_sit_x_wind,thin_ice__high_upper_tail_wind,5,0.1149486214897537,282
CNN,initial_sit_x_wind,thin_ice__high_upper_tail_wind,6,0.12390849327838872,282
CNN,initial_sit_x_wind,thin_ice__high_upper_tail_wind,7,0.13087303796298963,282
CNN,initial_sit_x_wind,thin_ice__high_upper_tail_wind,8,0.1360351762999574,282
CNN,initial_sit_x_wind,thin_ice__high_upper_tail_wind,9,0.14095043158941434,282
CNN,initial_sit_x_wind,thin_ice__high_upper_tail_wind,10,0.14588618838273287,282
CNN,initial_sit_x_wind,thin_ice__high_upper_tail_wind,11,0.15013815455413124,282
CNN,initial_sit_x_wind,thin_ice__high_upper_tail_wind,12,0.15269785490983961,282
CNN,initial_sit_x_wind,thin_ice__high_upper_tail_wind,13,0.15524385700871232,282
CNN,initial_sit_x_wind,thin_ice__high_upper_tail_wind,14,0.15772466038062988,282
CNN,initial_sit_x_wind,thin_ice__high_upper_tail_wind,15,0.16073241839677624,282
CNN,initial_sit_x_wind,thin_ice__high_upper_tail_wind,16,0.16359930602297001,282
CNN,initial_sit_x_wind,thin_ice__high_upper_tail_wind,17,0.16594165233901959,282
CNN,initial_sit_x_wind,thin_ice__high_upper_tail_wind,18,0.1685214067675531,282
CNN,initial_sit_x_wind,thin_ice__high_upper_tail_wind,19,0.17071514547890762,282
CNN,initial_sit_x_wind,thin_ice__high_upper_tail_wind,20,0.1725579878445711,282
CNN,initial_sit_x_wind,thin_ice__high_upper_tail_wind,21,0.17410694764538048,282
CNN,initial_sit_x_wind,thin_ice__high_upper_tail_wind,22,0.17580228573733256,282
CNN,initial_sit_x_wind,thin_ice__high_upper_tail_wind,23,0.17722730059924033,282
CNN,initial_sit_x_wind,thin_ice__high_upper_tail_wind,24,0.17914651745079083,282
CNN,initial_sit_x_wind,thin_ice__high_upper_tail_wind,25,0.1810867024921861,282
CNN,initial_sit_x_wind,thin_ice__high_upper_tail_wind,26,0.18284651901242707,282
CNN,initial_sit_x_wind,thin_ice__high_upper_tail_wind,27,0.1845060543319631,282
CNN,initial_sit_x_wind,thin_ice__high_upper_tail_wind,28,0.18627016395925453,282
CNN,initial_sit_x_wind,thin_ice__high_upper_tail_wind,29,0.18719050169908016,282
CNN,initial_sit_x_wind,thin_ice__high_upper_tail_wind,30,0.18842734322204144,282
CNN,initial_sit_x_wind,thin_ice__lower_middle_wind,1,0.04860171055704958,282
CNN,initial_sit_x_wind,thin_ice__lower_middle_wind,2,0.0688536774827487,282
CNN,initial_sit_x_wind,thin_ice__lower_middle_wind,3,0.0843314229766279,282
CNN,initial_sit_x_wind,thin_ice__lower_middle_wind,4,0.0966244131300748,282
CNN,initial_sit_x_wind,thin_ice__lower_middle_wind,5,0.10727886770841995,282
CNN,initial_sit_x_wind,thin_ice__lower_middle_wind,6,0.11649272613686404,282
CNN,initial_sit_x_wind,thin_ice__lower_middle_wind,7,0.12444948880080134,282
CNN,initial_sit_x_wind,thin_ice__lower_middle_wind,8,0.1316936584671069,282
CNN,initial_sit_x_wind,thin_ice__lower_middle_wind,9,0.1377678756856368,282
CNN,initial_sit_x_wind,thin_ice__lower_middle_wind,10,0.14279305153883118,282
CNN,initial_sit_x_wind,thin_ice__lower_middle_wind,11,0.14707558825809153,282
CNN,initial_sit_x_wind,thin_ice__lower_middle_wind,12,0.15072929333293825,282
CNN,initial_sit_x_wind,thin_ice__lower_middle_wind,13,0.15419030420110333,282
CNN,initial_sit_x_wind,thin_ice__lower_middle_wind,14,0.1573180756047362,282
CNN,initial_sit_x_wind,thin_ice__lower_middle_wind,15,0.16016070747096953,282
CNN,initial_sit_x_wind,thin_ice__lower_middle_wind,16,0.16278617194505138,282
CNN,initial_sit_x_wind,thin_ice__lower_middle_wind,17,0.16521373093902395,282
CNN,initial_sit_x_wind,thin_ice__lower_middle_wind,18,0.1673896409943039,282
CNN,initial_sit_x_wind,thin_ice__lower_middle_wind,19,0.16963876032691566,282
CNN,initial_sit_x_wind,thin_ice__lower_middle_wind,20,0.1719122445976702,282
CNN,initial_sit_x_wind,thin_ice__lower_middle_wind,21,0.17378448522199808,282
CNN,initial_sit_x_wind,thin_ice__lower_middle_wind,22,0.17571483134386212,282
CNN,initial_sit_x_wind,thin_ice__lower_middle_wind,23,0.1773320587948676,282
CNN,initial_sit_x_wind,thin_ice__lower_middle_wind,24,0.17880068694339585,282
CNN,initial_sit_x_wind,thin_ice__lower_middle_wind,25,0.1800169284389928,282
CNN,initial_sit_x_wind,thin_ice__lower_middle_wind,26,0.18103545285714853,282
CNN,initial_sit_x_wind,thin_ice__lower_middle_wind,27,0.18178490198798866,282
CNN,initial_sit_x_wind,thin_ice__lower_middle_wind,28,0.1824141640423625,282
CNN,initial_sit_x_wind,thin_ice__lower_middle_wind,29,0.1831797754136005,282
CNN,initial_sit_x_wind,thin_ice__lower_middle_wind,30,0.18408472199297132,282
GNN,initial_gradient,extreme,1,0.04898401760329238,282
GNN,initial_gradient,extreme,2,0.07273374402643716,282
GNN,initial_gradient,extreme,3,0.09170761369092555,282
GNN,initial_gradient,extreme,4,0.10841807351613568,282
GNN,initial_gradient,extreme,5,0.12254441172432648,282
GNN,initial_gradient,extreme,6,0.13589209861737783,282
GNN,initial_gradient,extreme,7,0.1479569116197748,282
GNN,initial_gradient,extreme,8,0.15822132388733182,282
GNN,initial_gradient,extreme,9,0.16774457130136572,282
GNN,initial_gradient,extreme,10,0.17643546332523052,282
GNN,initial_gradient,extreme,11,0.1841259056984977,282
GNN,initial_gradient,extreme,12,0.19337568207224026,282
GNN,initial_gradient,extreme,13,0.20091347428093714,282
GNN,initial_gradient,extreme,14,0.20791663217790501,282
GNN,initial_gradient,extreme,15,0.2149028509882239,282
GNN,initial_gradient,extreme,16,0.22119314036381815,282
GNN,initial_gradient,extreme,17,0.2282453473863862,282
GNN,initial_gradient,extreme,18,0.2345411383071238,282
GNN,initial_gradient,extreme,19,0.24014642471313233,282
GNN,initial_gradient,extreme,20,0.24521137490559966,282
GNN,initial_gradient,extreme,21,0.2504298065975509,282
GNN,initial_gradient,extreme,22,0.2546595736472354,282
GNN,initial_gradient,extreme,23,0.25954594709519185,282
GNN,initial_gradient,extreme,24,0.26433981078169577,282
GNN,initial_gradient,extreme,25,0.2695256689482204,282
GNN,initial_gradient,extreme,26,0.27386760280967015,282
GNN,initial_gradient,extreme,27,0.2787921596890404,282
GNN,initial_gradient,extreme,28,0.28354928673200736,282
GNN,initial_gradient,extreme,29,0.28811201188380936,282
GNN,initial_gradient,extreme,30,0.29225294421737874,282
GNN,initial_gradient,high,1,0.03679752443810124,282
GNN,initial_gradient,high,2,0.05540801109645971,282
GNN,initial_gradient,high,3,0.07016066031284894,282
GNN,initial_gradient,high,4,0.08299368058302871,282
GNN,initial_gradient,high,5,0.09444817171447342,282
GNN,initial_gradient,high,6,0.10537419792021702,282
GNN,initial_gradient,high,7,0.11588573083028175,282
GNN,initial_gradient,high,8,0.12563955003894284,282
GNN,initial_gradient,high,9,0.13462174149188333,282
GNN,initial_gradient,high,10,0.14325067948954356,282
GNN,initial_gradient,high,11,0.1510907810697049,282
GNN,initial_gradient,high,12,0.15973253670948426,282
GNN,initial_gradient,high,13,0.1671656638034524,282
GNN,initial_gradient,high,14,0.17511345307703707,282
GNN,initial_gradient,high,15,0.18257075385466837,282
GNN,initial_gradient,high,16,0.18899984351665017,282
GNN,initial_gradient,high,17,0.19616862696452006,282
GNN,initial_gradient,high,18,0.20280588879477449,282
GNN,initial_gradient,high,19,0.20903822553879522,282
GNN,initial_gradient,high,20,0.2149999221536096,282
GNN,initial_gradient,high,21,0.22111875303091189,282
GNN,initial_gradient,high,22,0.22625278417865194,282
GNN,initial_gradient,high,23,0.23169580412683496,282
GNN,initial_gradient,high,24,0.2370222733354085,282
