model,analysis_family,category,lead_day,rmse_mean,n_initializations
U-Net,initial_sit_x_wind,thin_ice__lower_middle_wind,1,0.04923185649597615,282
U-Net,initial_sit_x_wind,thin_ice__lower_middle_wind,2,0.06997284640860121,282
U-Net,initial_sit_x_wind,thin_ice__lower_middle_wind,3,0.08588523845227641,282
U-Net,initial_sit_x_wind,thin_ice__lower_middle_wind,4,0.0984066442321911,282
U-Net,initial_sit_x_wind,thin_ice__lower_middle_wind,5,0.1092325493184702,282
U-Net,initial_sit_x_wind,thin_ice__lower_middle_wind,6,0.11845885221942207,282
U-Net,initial_sit_x_wind,thin_ice__lower_middle_wind,7,0.1265405122844507,282
U-Net,initial_sit_x_wind,thin_ice__lower_middle_wind,8,0.13325298646522593,282
U-Net,initial_sit_x_wind,thin_ice__lower_middle_wind,9,0.13870669019851808,282
U-Net,initial_sit_x_wind,thin_ice__lower_middle_wind,10,0.14324377885181339,282
U-Net,initial_sit_x_wind,thin_ice__lower_middle_wind,11,0.14769357884793788,282
U-Net,initial_sit_x_wind,thin_ice__lower_middle_wind,12,0.1513248200541875,282
U-Net,initial_sit_x_wind,thin_ice__lower_middle_wind,13,0.15515085876017237,282
U-Net,initial_sit_x_wind,thin_ice__lower_middle_wind,14,0.15809414287144458,282
U-Net,initial_sit_x_wind,thin_ice__lower_middle_wind,15,0.16088710533044048,282
U-Net,initial_sit_x_wind,thin_ice__lower_middle_wind,16,0.16349192154473374,282
U-Net,initial_sit_x_wind,thin_ice__lower_middle_wind,17,0.16580045566803686,282
U-Net,initial_sit_x_wind,thin_ice__lower_middle_wind,18,0.16771077736700582,282
U-Net,initial_sit_x_wind,thin_ice__lower_middle_wind,19,0.16957701614876872,282
U-Net,initial_sit_x_wind,thin_ice__lower_middle_wind,20,0.17178907175700378,282
U-Net,initial_sit_x_wind,thin_ice__lower_middle_wind,21,0.17289730798065583,282
U-Net,initial_sit_x_wind,thin_ice__lower_middle_wind,22,0.17447853824096268,282
U-Net,initial_sit_x_wind,thin_ice__lower_middle_wind,23,0.17583194162163357,282
U-Net,initial_sit_x_wind,thin_ice__lower_middle_wind,24,0.177108323410185,282
U-Net,initial_sit_x_wind,thin_ice__lower_middle_wind,25,0.1781421879892961,282
U-Net,initial_sit_x_wind,thin_ice__lower_middle_wind,26,0.17923360028590324,282
U-Net,initial_sit_x_wind,thin_ice__lower_middle_wind,27,0.1799608047616761,282
U-Net,initial_sit_x_wind,thin_ice__lower_middle_wind,28,0.18055693146209195,282
U-Net,initial_sit_x_wind,thin_ice__lower_middle_wind,29,0.18148237200106943,282
U-Net,initial_sit_x_wind,thin_ice__lower_middle_wind,30,0.18203009633167394,282
